Dates,USD/INR
09-09-2009,48.51
10-09-2009,48.63
11-09-2009,48.485
14-09-2009,48.745
15-09-2009,48.65
16-09-2009,48.24
17-09-2009,48.1525
18-09-2009,48.1425
22-09-2009,47.9625
23-09-2009,48.0075
24-09-2009,47.9725
25-09-2009,47.9862
29-09-2009,48.11
01-10-2009,47.755
05-10-2009,47.515
06-10-2009,46.8875
07-10-2009,46.675
08-10-2009,46.3425
09-10-2009,46.4175
12-10-2009,46.495
14-10-2009,46.1425
15-10-2009,46.24
16-10-2009,46.3075
20-10-2009,46.11
21-10-2009,46.4862
22-10-2009,46.7431
23-10-2009,46.52
26-10-2009,46.65
27-10-2009,46.925
28-10-2009,47.365
29-10-2009,47.2094
30-10-2009,46.975
03-11-2009,47.4156
04-11-2009,47.0612
05-11-2009,47.02
06-11-2009,46.815
09-11-2009,46.455
10-11-2009,46.4875
11-11-2009,46.315
12-11-2009,46.65
13-11-2009,46.3425
16-11-2009,46.225
17-11-2009,46.3056
18-11-2009,46.22
19-11-2009,46.6937
20-11-2009,46.635
23-11-2009,46.485
24-11-2009,46.3938
25-11-2009,46.215
26-11-2009,46.445
27-11-2009,46.6387
30-11-2009,46.515
01-12-2009,46.3175
02-12-2009,46.3412
03-12-2009,46.0912
04-12-2009,46.2925
07-12-2009,46.5713
08-12-2009,46.68
09-12-2009,46.545
10-12-2009,46.655
11-12-2009,46.545
14-12-2009,46.705
15-12-2009,46.715
16-12-2009,46.6656
17-12-2009,46.885
18-12-2009,46.725
21-12-2009,46.845
22-12-2009,46.8131
23-12-2009,46.875
24-12-2009,46.65
29-12-2009,46.6706
30-12-2009,46.75
31-12-2009,46.525
01-01-2010,46.62
04-01-2010,46.3062
05-01-2010,46.2444
06-01-2010,45.8587
07-01-2010,45.675
08-01-2010,45.7706
11-01-2010,45.3313
12-01-2010,45.7175
13-01-2010,45.6362
14-01-2010,45.625
15-01-2010,45.775
18-01-2010,45.645
19-01-2010,45.805
20-01-2010,45.93
21-01-2010,46.045
22-01-2010,46.155
25-01-2010,46.14
27-01-2010,46.365
28-01-2010,46.3587
29-01-2010,46.1782
01-02-2010,46.375
02-02-2010,46.235
03-02-2010,45.9775
04-02-2010,46.2538
05-02-2010,46.7425
08-02-2010,46.8112
09-02-2010,46.6681
10-02-2010,46.4869
11-02-2010,46.5
15-02-2010,46.325
16-02-2010,46.2125
17-02-2010,46.115
18-02-2010,46.2713
19-02-2010,46.3056
22-02-2010,46.2156
23-02-2010,46.24
24-02-2010,46.3437
25-02-2010,46.4138
26-02-2010,46.085
02-03-2010,46.0088
03-03-2010,45.8363
04-03-2010,45.815
05-03-2010,45.615
08-03-2010,45.5325
09-03-2010,45.635
10-03-2010,45.3638
11-03-2010,45.6113
12-03-2010,45.445
15-03-2010,45.5888
17-03-2010,45.355
18-03-2010,45.4544
19-03-2010,45.4966
22-03-2010,45.595
23-03-2010,45.595
25-03-2010,45.515
26-03-2010,45.24
29-03-2010,44.9744
30-03-2010,45.075
31-03-2010,44.9175
05-04-2010,44.445
06-04-2010,44.455
07-04-2010,44.545
08-04-2010,44.465
09-04-2010,44.2938
12-04-2010,44.455
13-04-2010,44.4738
15-04-2010,44.4388
16-04-2010,44.33
19-04-2010,44.7313
20-04-2010,44.5063
21-04-2010,44.555
22-04-2010,44.5456
23-04-2010,44.4363
26-04-2010,44.395
27-04-2010,44.445
28-04-2010,44.6475
29-04-2010,44.52
30-04-2010,44.365
03-05-2010,44.5256
04-05-2010,44.625
05-05-2010,44.9363
06-05-2010,45.3063
07-05-2010,45.4775
10-05-2010,44.8588
11-05-2010,45.295
12-05-2010,45.1106
13-05-2010,45.0775
14-05-2010,45.205
17-05-2010,45.63
18-05-2010,45.5863
19-05-2010,46.3688
20-05-2010,46.8175
21-05-2010,46.9244
24-05-2010,46.9763
25-05-2010,47.6963
26-05-2010,47.31
28-05-2010,46.355
31-05-2010,46.3675
01-06-2010,47.1575
02-06-2010,46.985
03-06-2010,46.695
04-06-2010,46.845
07-06-2010,47.095
08-06-2010,46.945
09-06-2010,47.025
10-06-2010,46.97
11-06-2010,46.845
14-06-2010,46.4913
15-06-2010,46.5675
16-06-2010,46.5569
17-06-2010,46.315
18-06-2010,46.1744
21-06-2010,45.7544
22-06-2010,46.245
23-06-2010,46.1875
24-06-2010,46.4863
25-06-2010,46.29
28-06-2010,46.2125
29-06-2010,46.485
30-06-2010,46.45
01-07-2010,46.575
02-07-2010,46.7856
05-07-2010,46.78
06-07-2010,46.9063
07-07-2010,47.035
08-07-2010,46.865
09-07-2010,46.6644
12-07-2010,46.78
13-07-2010,46.78
14-07-2010,46.6981
15-07-2010,46.605
16-07-2010,46.7725
19-07-2010,47.125
20-07-2010,47.3638
21-07-2010,47.1669
22-07-2010,47.1275
23-07-2010,46.945
26-07-2010,47.0475
27-07-2010,46.675
28-07-2010,46.7663
29-07-2010,46.5406
30-07-2010,46.4075
02-08-2010,46.25
03-08-2010,46.1725
04-08-2010,46.165
05-08-2010,46.185
06-08-2010,46.16
09-08-2010,46.1325
10-08-2010,46.3975
11-08-2010,46.6975
12-08-2010,46.78
13-08-2010,46.765
16-08-2010,46.8025
17-08-2010,46.6463
18-08-2010,46.575
20-08-2010,46.675
23-08-2010,46.6475
24-08-2010,46.9163
25-08-2010,46.9125
26-08-2010,46.8488
27-08-2010,46.8875
30-08-2010,46.915
31-08-2010,47.075
01-09-2010,46.8125
02-09-2010,46.7125
03-09-2010,46.64
06-09-2010,46.545
07-09-2010,46.8375
08-09-2010,46.64
09-09-2010,46.4785
13-09-2010,46.3975
14-09-2010,46.445
15-09-2010,46.3613
16-09-2010,46.155
17-09-2010,45.84
20-09-2010,45.705
21-09-2010,45.675
22-09-2010,45.585
23-09-2010,45.6575
24-09-2010,45.255
27-09-2010,45.0188
28-09-2010,45.1575
29-09-2010,44.945
01-10-2010,44.48
04-10-2010,44.58
05-10-2010,44.69
06-10-2010,44.515
07-10-2010,44.195
08-10-2010,44.435
11-10-2010,44.4088
12-10-2010,44.6675
13-10-2010,44.51
14-10-2010,44.1225
15-10-2010,44.105
18-10-2010,44.365
19-10-2010,44.35
20-10-2010,44.3575
21-10-2010,44.305
22-10-2010,44.59
25-10-2010,44.3563
26-10-2010,44.44
27-10-2010,44.455
28-10-2010,44.5238
29-10-2010,44.4275
01-11-2010,44.48
02-11-2010,44.38
03-11-2010,44.355
04-11-2010,44.2113
05-11-2010,44.215
08-11-2010,44.3825
09-11-2010,44.325
10-11-2010,44.3138
11-11-2010,44.31
12-11-2010,44.83
15-11-2010,45.235
16-11-2010,45.315
18-11-2010,45.23
19-11-2010,45.29
22-11-2010,45.4088
23-11-2010,45.575
24-11-2010,45.705
25-11-2010,45.5175
26-11-2010,45.855
29-11-2010,45.935
30-11-2010,45.885
01-12-2010,45.3813
02-12-2010,45.2944
03-12-2010,45.105
06-12-2010,44.95
07-12-2010,44.645
08-12-2010,45.085
09-12-2010,45.225
10-12-2010,45.0575
13-12-2010,45.1375
14-12-2010,44.9475
15-12-2010,45.3975
16-12-2010,45.355
20-12-2010,45.475
21-12-2010,45.235
22-12-2010,45.095
23-12-2010,45.165
24-12-2010,45.1225
27-12-2010,45.2444
28-12-2010,45.095
29-12-2010,45.045
30-12-2010,44.965
31-12-2010,44.705
03-01-2011,44.715
04-01-2011,44.985
05-01-2011,45.33
06-01-2011,45.2525
07-01-2011,45.385
10-01-2011,45.4456
11-01-2011,45.165
12-01-2011,45.135
13-01-2011,45.2406
14-01-2011,45.365
17-01-2011,45.5188
18-01-2011,45.4275
19-01-2011,45.46
20-01-2011,45.535
21-01-2011,45.62
24-01-2011,45.6788
25-01-2011,45.7063
27-01-2011,45.565
28-01-2011,45.7563
31-01-2011,45.905
01-02-2011,45.7663
02-02-2011,45.6275
03-02-2011,45.615
04-02-2011,45.6
07-02-2011,45.4864
08-02-2011,45.305
09-02-2011,45.485
10-02-2011,45.7325
11-02-2011,45.685
14-02-2011,45.505
15-02-2011,45.515
17-02-2011,45.3475
18-02-2011,45.21
21-02-2011,44.9925
22-02-2011,45.265
23-02-2011,45.1338
24-02-2011,45.475
25-02-2011,45.325
28-02-2011,45.2708
01-03-2011,44.9575
03-03-2011,45.045
04-03-2011,44.9875
07-03-2011,45.0525
08-03-2011,45.0875
09-03-2011,45.005
10-03-2011,45.185
11-03-2011,45.2425
14-03-2011,45.0663
15-03-2011,45.2456
16-03-2011,45.1175
17-03-2011,45.185
18-03-2011,45.1256
21-03-2011,45.0138
22-03-2011,44.9638
23-03-2011,44.8525
24-03-2011,44.7563
25-03-2011,44.675
28-03-2011,44.8375
29-03-2011,44.7825
30-03-2011,44.755
31-03-2011,44.585
05-04-2011,44.4163
06-04-2011,44.17
07-04-2011,44.205
08-04-2011,44.0769
11-04-2011,44.395
13-04-2011,44.505
15-04-2011,44.335
18-04-2011,44.4575
19-04-2011,44.485
20-04-2011,44.3275
21-04-2011,44.3675
25-04-2011,44.49
26-04-2011,44.52
27-04-2011,44.435
28-04-2011,44.4343
29-04-2011,44.2194
02-05-2011,44.335
03-05-2011,44.515
04-05-2011,44.4675
05-05-2011,44.7625
06-05-2011,44.795
09-05-2011,44.715
10-05-2011,44.7575
11-05-2011,44.695
12-05-2011,45
13-05-2011,44.865
16-05-2011,45.1588
18-05-2011,45.0575
19-05-2011,44.9763
20-05-2011,45.0163
23-05-2011,45.235
24-05-2011,45.2088
25-05-2011,45.3325
26-05-2011,45.3081
27-05-2011,45.1675
30-05-2011,45.0795
31-05-2011,45.06
01-06-2011,44.8431
02-06-2011,44.8294
03-06-2011,44.8188
06-06-2011,44.7625
07-06-2011,44.6763
08-06-2011,44.7025
09-06-2011,44.735
10-06-2011,44.7214
13-06-2011,44.8588
14-06-2011,44.7412
15-06-2011,44.7725
16-06-2011,44.9075
17-06-2011,44.8662
20-06-2011,45.0063
21-06-2011,44.845
22-06-2011,44.895
23-06-2011,44.955
24-06-2011,44.995
27-06-2011,45.035
28-06-2011,45.04
29-06-2011,44.8663
30-06-2011,44.6981
01-07-2011,44.5825
04-07-2011,44.425
05-07-2011,44.4375
06-07-2011,44.4898
07-07-2011,44.4225
08-07-2011,44.3275
11-07-2011,44.485
12-07-2011,44.7113
13-07-2011,44.525
14-07-2011,44.4956
15-07-2011,44.5175
18-07-2011,44.575
19-07-2011,44.5
20-07-2011,44.4563
21-07-2011,44.51
22-07-2011,44.355
25-07-2011,44.4006
26-07-2011,44.185
27-07-2011,44.085
28-07-2011,44.0762
29-07-2011,44.1881
01-08-2011,44.0756
02-08-2011,44.2762
03-08-2011,44.3137
04-08-2011,44.5525
05-08-2011,44.74
08-08-2011,44.9769
09-08-2011,45.2112
10-08-2011,45.2537
11-08-2011,45.4037
12-08-2011,45.3375
16-08-2011,45.3869
17-08-2011,45.41
18-08-2011,45.7475
22-08-2011,45.6712
23-08-2011,45.6337
24-08-2011,45.995
25-08-2011,46.0575
26-08-2011,46.155
29-08-2011,46.0537
30-08-2011,46.095
02-09-2011,45.7875
05-09-2011,45.9887
06-09-2011,46.1081
07-09-2011,46.1675
08-09-2011,46.1962
09-09-2011,46.565
12-09-2011,47.225
13-09-2011,47.5975
14-09-2011,47.65
15-09-2011,47.555
16-09-2011,47.2675
19-09-2011,47.82
20-09-2011,48.0562
21-09-2011,48.335
22-09-2011,49.575
23-09-2011,49.4337
26-09-2011,49.46
27-09-2011,49.075
28-09-2011,48.7525
29-09-2011,48.9737
03-10-2011,49.1575
04-10-2011,49.4027
05-10-2011,49.3475
07-10-2011,49.155
10-10-2011,48.9762
11-10-2011,49.3275
12-10-2011,48.96
13-10-2011,49.125
14-10-2011,49.0237
17-10-2011,48.9462
18-10-2011,49.295
19-10-2011,49.1525
20-10-2011,49.8075
21-10-2011,50.025
24-10-2011,49.8312
25-10-2011,49.5075
28-10-2011,48.7662
31-10-2011,48.695
01-11-2011,49.265
02-11-2011,49.1875
03-11-2011,49.1387
04-11-2011,49.1112
08-11-2011,49.48
09-11-2011,50.175
11-11-2011,50.115
14-11-2011,50.29
15-11-2011,50.6737
16-11-2011,50.7387
17-11-2011,50.905
18-11-2011,51.335
21-11-2011,52.145
22-11-2011,52.3225
23-11-2011,52.375
24-11-2011,52.0737
25-11-2011,52.255
28-11-2011,51.965
29-11-2011,52.0187
30-11-2011,52.2112
01-12-2011,51.4675
02-12-2011,51.2062
05-12-2011,51.4162
07-12-2011,51.7175
08-12-2011,51.76
09-12-2011,52.0425
12-12-2011,52.835
13-12-2011,53.225
14-12-2011,53.715
15-12-2011,53.645
16-12-2011,52.745
19-12-2011,52.885
20-12-2011,52.89
21-12-2011,52.485
22-12-2011,52.7275
23-12-2011,52.9588
26-12-2011,52.7113
27-12-2011,53.03
28-12-2011,53.0563
29-12-2011,53.0563
30-12-2011,53.065
02-01-2012,53.3075
03-01-2012,53.225
04-01-2012,52.9775
05-01-2012,52.985
06-01-2012,52.7225
09-01-2012,52.515
10-01-2012,51.705
11-01-2012,51.895
12-01-2012,51.5837
13-01-2012,51.5288
16-01-2012,51.395
17-01-2012,50.7138
18-01-2012,50.415
19-01-2012,50.2375
20-01-2012,50.335
23-01-2012,50.0825
24-01-2012,50.0687
25-01-2012,50.1075
27-01-2012,49.3162
30-01-2012,49.8
31-01-2012,49.455
01-02-2012,49.2738
02-02-2012,49.16
03-02-2012,48.695
06-02-2012,49.055
07-02-2012,49.2138
08-02-2012,49.15
09-02-2012,49.505
10-02-2012,49.41
13-02-2012,49.1963
14-02-2012,49.3681
15-02-2012,49.2887
17-02-2012,49.275
21-02-2012,49.3069
22-02-2012,49.232
23-02-2012,49.1988
24-02-2012,48.945
27-02-2012,49.235
28-02-2012,49.0781
29-02-2012,49.0238
01-03-2012,49.22
02-03-2012,49.5
05-03-2012,49.8538
06-03-2012,50.3763
07-03-2012,50.2869
09-03-2012,49.855
12-03-2012,49.9831
13-03-2012,49.9363
14-03-2012,49.905
15-03-2012,50.3863
16-03-2012,50.1912
19-03-2012,50.2344
20-03-2012,50.395
21-03-2012,50.6581
22-03-2012,51.2175
26-03-2012,51.27
27-03-2012,50.715
28-03-2012,50.785
29-03-2012,51.395
30-03-2012,50.8763
02-04-2012,50.88
03-04-2012,50.715
04-04-2012,51.105
09-04-2012,51.145
10-04-2012,51.475
11-04-2012,51.425
12-04-2012,51.5887
13-04-2012,51.3025
16-04-2012,51.6775
17-04-2012,51.485
18-04-2012,51.78
19-04-2012,52.145
20-04-2012,52.085
23-04-2012,52.525
24-04-2012,52.6975
25-04-2012,52.545
26-04-2012,52.555
27-04-2012,52.5425
30-04-2012,52.7363
02-05-2012,52.955
03-05-2012,53.415
04-05-2012,53.475
07-05-2012,52.915
08-05-2012,53.1462
09-05-2012,53.8275
10-05-2012,53.425
11-05-2012,53.635
14-05-2012,53.9575
15-05-2012,53.795
16-05-2012,54.495
17-05-2012,54.485
18-05-2012,54.425
21-05-2012,55.035
22-05-2012,55.395
23-05-2012,56.005
24-05-2012,55.655
25-05-2012,55.375
28-05-2012,55.1863
29-05-2012,55.6762
30-05-2012,56.2325
31-05-2012,56.11
01-06-2012,55.585
04-06-2012,55.665
05-06-2012,55.645
06-06-2012,55.365
07-06-2012,54.945
08-06-2012,55.455
11-06-2012,55.73
12-06-2012,55.8162
13-06-2012,55.6862
14-06-2012,55.815
15-06-2012,55.4963
18-06-2012,55.92
19-06-2012,55.97
20-06-2012,56.1488
21-06-2012,56.3075
22-06-2012,57.155
25-06-2012,57.015
26-06-2012,57.035
27-06-2012,57.135
28-06-2012,56.8075
29-06-2012,55.6375
02-07-2012,55.4275
03-07-2012,54.3725
04-07-2012,54.495
05-07-2012,54.955
06-07-2012,55.455
09-07-2012,55.935
10-07-2012,55.395
11-07-2012,55.635
12-07-2012,55.925
13-07-2012,55.145
16-07-2012,55.3262
17-07-2012,55.1175
18-07-2012,55.495
19-07-2012,55.135
20-07-2012,55.3275
23-07-2012,55.9737
24-07-2012,56.12
25-07-2012,56.16
26-07-2012,55.515
27-07-2012,55.3413
30-07-2012,55.585
31-07-2012,55.655
01-08-2012,55.4738
02-08-2012,55.835
03-08-2012,55.755
06-08-2012,55.5225
07-08-2012,55.0687
08-08-2012,55.415
09-08-2012,55.295
10-08-2012,55.285
13-08-2012,55.3438
14-08-2012,55.66
16-08-2012,55.775
17-08-2012,55.745
21-08-2012,55.575
22-08-2012,55.4912
23-08-2012,55.255
24-08-2012,55.495
27-08-2012,55.6888
28-08-2012,55.675
29-08-2012,55.625
30-08-2012,55.6337
31-08-2012,55.5275
03-09-2012,55.535
04-09-2012,55.6612
05-09-2012,55.9125
06-09-2012,55.6488
07-09-2012,55.395
10-09-2012,55.445
11-09-2012,55.345
12-09-2012,55.2288
13-09-2012,55.415
14-09-2012,54.3063
17-09-2012,54.0075
18-09-2012,53.995
20-09-2012,54.385
21-09-2012,53.465
24-09-2012,53.475
25-09-2012,53.375
26-09-2012,53.5225
27-09-2012,53.0263
28-09-2012,52.86
01-10-2012,52.395
03-10-2012,52.165
04-10-2012,51.745
05-10-2012,51.855
08-10-2012,52.645
09-10-2012,52.7363
10-10-2012,53.0588
11-10-2012,52.685
12-10-2012,52.82
15-10-2012,53.015
16-10-2012,52.885
17-10-2012,52.8787
18-10-2012,53.415
19-10-2012,53.84
22-10-2012,53.4762
23-10-2012,53.735
25-10-2012,53.575
29-10-2012,54.0725
30-10-2012,53.9662
31-10-2012,53.8138
01-11-2012,53.705
02-11-2012,53.8112
05-11-2012,54.6075
06-11-2012,54.435
07-11-2012,54.215
08-11-2012,54.375
09-11-2012,54.755
12-11-2012,54.875
15-11-2012,54.685
16-11-2012,55.175
19-11-2012,55.065
20-11-2012,55.095
21-11-2012,55.125
22-11-2012,55.21
23-11-2012,55.515
26-11-2012,55.725
27-11-2012,55.455
29-11-2012,54.825
30-11-2012,54.265
03-12-2012,54.765
04-12-2012,54.685
05-12-2012,54.5563
06-12-2012,54.1375
07-12-2012,54.475
10-12-2012,54.505
11-12-2012,54.275
12-12-2012,54.32
13-12-2012,54.465
14-12-2012,54.485
17-12-2012,54.855
18-12-2012,54.8512
19-12-2012,54.5575
20-12-2012,54.8544
21-12-2012,55.0687
24-12-2012,54.955
26-12-2012,54.845
27-12-2012,54.9375
28-12-2012,54.775
31-12-2012,54.995
01-01-2013,54.685
02-01-2013,54.36
03-01-2013,54.49
04-01-2013,55.075
07-01-2013,55.225
08-01-2013,55.005
09-01-2013,54.755
10-01-2013,54.575
11-01-2013,54.7625
14-01-2013,54.5
15-01-2013,54.625
16-01-2013,54.6937
17-01-2013,54.39
18-01-2013,53.7062
21-01-2013,53.755
22-01-2013,53.8063
23-01-2013,53.6737
24-01-2013,53.685
28-01-2013,53.915
29-01-2013,53.775
30-01-2013,53.305
31-01-2013,53.225
01-02-2013,53.1975
04-02-2013,53.285
05-02-2013,53.135
06-02-2013,53.165
07-02-2013,53.22
08-02-2013,53.5056
11-02-2013,53.855
12-02-2013,53.8512
13-02-2013,53.8187
14-02-2013,53.93
15-02-2013,54.225
18-02-2013,54.2
20-02-2013,54.0675
21-02-2013,54.48
22-02-2013,54.185
25-02-2013,53.8762
26-02-2013,54.095
27-02-2013,53.875
28-02-2013,54.36
01-03-2013,54.905
04-03-2013,54.865
05-03-2013,54.925
06-03-2013,54.72
07-03-2013,54.565
08-03-2013,54.2913
11-03-2013,54.4125
12-03-2013,54.1925
13-03-2013,54.3063
14-03-2013,54.3662
15-03-2013,54.025
18-03-2013,54.175
19-03-2013,54.375
20-03-2013,54.3675
21-03-2013,54.2825
22-03-2013,54.3413
25-03-2013,54.18
26-03-2013,54.365
28-03-2013,54.28
02-04-2013,54.2688
03-04-2013,54.44
04-04-2013,54.885
05-04-2013,54.8125
08-04-2013,54.575
09-04-2013,54.585
10-04-2013,54.525
12-04-2013,54.525
15-04-2013,54.6287
16-04-2013,54.145
17-04-2013,54.205
18-04-2013,53.9725
22-04-2013,54.1463
23-04-2013,54.385
25-04-2013,54.225
26-04-2013,54.375
29-04-2013,54.245
30-04-2013,53.8088
02-05-2013,53.815
03-05-2013,53.935
06-05-2013,54.1875
07-05-2013,54.145
08-05-2013,54.165
09-05-2013,54.245
10-05-2013,54.8
13-05-2013,54.735
14-05-2013,54.8162
15-05-2013,54.7813
16-05-2013,54.785
17-05-2013,54.885
20-05-2013,55.1137
21-05-2013,55.415
22-05-2013,55.475
23-05-2013,55.585
24-05-2013,55.645
27-05-2013,55.575
28-05-2013,55.965
29-05-2013,56.1738
30-05-2013,56.375
31-05-2013,56.505
03-06-2013,56.765
04-06-2013,56.4525
05-06-2013,56.7337
06-06-2013,56.85
07-06-2013,57.065
10-06-2013,58.1375
11-06-2013,58.395
12-06-2013,57.79
13-06-2013,57.99
14-06-2013,57.5287
17-06-2013,57.8662
18-06-2013,58.7725
19-06-2013,58.715
20-06-2013,59.575
21-06-2013,59.2675
24-06-2013,59.675
25-06-2013,59.675
26-06-2013,60.73
27-06-2013,60.2
28-06-2013,59.39
01-07-2013,59.5225
02-07-2013,59.665
03-07-2013,60.22
04-07-2013,60.13
05-07-2013,60.24
08-07-2013,60.615
09-07-2013,60.145
10-07-2013,59.655
11-07-2013,59.6813
12-07-2013,59.63
15-07-2013,59.895
16-07-2013,59.32
17-07-2013,59.3475
18-07-2013,59.675
19-07-2013,59.35
22-07-2013,59.7237
23-07-2013,59.765
24-07-2013,59.1312
25-07-2013,59.1087
26-07-2013,59.0425
29-07-2013,59.42
30-07-2013,60.485
31-07-2013,60.3737
01-08-2013,60.4437
02-08-2013,61.095
05-08-2013,60.875
06-08-2013,60.8088
07-08-2013,61.2975
08-08-2013,60.8613
12-08-2013,61.275
13-08-2013,61.2
14-08-2013,61.4437
16-08-2013,61.6688
19-08-2013,63.13
20-08-2013,63.23
21-08-2013,64.035
22-08-2013,64.63
23-08-2013,63.3525
26-08-2013,64.3075
27-08-2013,66.19
28-08-2013,68.825
29-08-2013,66.595
30-08-2013,65.705
02-09-2013,66.015
03-09-2013,67.73
04-09-2013,67.09
05-09-2013,66.115
06-09-2013,65.245
10-09-2013,63.84
11-09-2013,63.365
12-09-2013,63.535
13-09-2013,63.495
16-09-2013,62.8475
17-09-2013,63.3725
18-09-2013,63.385
19-09-2013,61.775
20-09-2013,62.2775
23-09-2013,62.5975
24-09-2013,62.77
25-09-2013,62.435
26-09-2013,62.0788
27-09-2013,62.4975
30-09-2013,62.6175
01-10-2013,62.465
03-10-2013,61.74
04-10-2013,61.44
07-10-2013,61.795
08-10-2013,61.795
09-10-2013,61.935
10-10-2013,61.36
11-10-2013,61.08
14-10-2013,61.545
15-10-2013,61.845
17-10-2013,61.22
18-10-2013,61.265
21-10-2013,61.5212
22-10-2013,61.65
23-10-2013,61.59
24-10-2013,61.47
25-10-2013,61.46
28-10-2013,61.525
29-10-2013,61.3213
30-10-2013,61.2375
31-10-2013,61.495
01-11-2013,61.73
05-11-2013,61.625
06-11-2013,62.4
07-11-2013,62.415
08-11-2013,62.475
11-11-2013,63.2375
12-11-2013,63.695
13-11-2013,63.32
14-11-2013,63.12
18-11-2013,62.415
19-11-2013,62.375
20-11-2013,62.5775
21-11-2013,62.94
22-11-2013,62.865
25-11-2013,62.495
26-11-2013,62.515
27-11-2013,62.155
28-11-2013,62.41
29-11-2013,62.4487
02-12-2013,62.32
03-12-2013,62.365
04-12-2013,62.055
05-12-2013,61.765
06-12-2013,61.415
09-12-2013,61.135
10-12-2013,61.0375
11-12-2013,61.2525
12-12-2013,61.83
13-12-2013,62.125
16-12-2013,61.75
17-12-2013,62.02
18-12-2013,62.105
19-12-2013,62.1162
20-12-2013,62.04
23-12-2013,61.9587
24-12-2013,61.795
26-12-2013,62.1637
27-12-2013,61.845
30-12-2013,61.915
31-12-2013,61.8
01-01-2014,61.905
02-01-2014,62.2675
03-01-2014,62.155
06-01-2014,62.3225
07-01-2014,62.305
08-01-2014,62.075
09-01-2014,62.0775
10-01-2014,61.905
13-01-2014,61.515
15-01-2014,61.5462
16-01-2014,61.5425
17-01-2014,61.55
20-01-2014,61.6237
21-01-2014,61.8913
22-01-2014,61.825
23-01-2014,61.9338
24-01-2014,62.685
27-01-2014,63.1012
28-01-2014,62.515
29-01-2014,62.4075
30-01-2014,62.575
31-01-2014,62.6575
03-02-2014,62.575
04-02-2014,62.535
05-02-2014,62.58
06-02-2014,62.3875
07-02-2014,62.29
10-02-2014,62.4375
11-02-2014,62.2188
12-02-2014,62.105
13-02-2014,62.4425
14-02-2014,61.93
17-02-2014,61.8575
18-02-2014,62.22
20-02-2014,62.23
21-02-2014,62.13
24-02-2014,62.0638
25-02-2014,61.9575
26-02-2014,61.985
28-02-2014,61.7575
03-03-2014,62.0425
04-03-2014,61.8562
05-03-2014,61.755
06-03-2014,61.115
07-03-2014,61.0875
10-03-2014,60.8425
11-03-2014,60.9538
12-03-2014,61.22
13-03-2014,61.18
14-03-2014,61.19
18-03-2014,61.205
19-03-2014,60.955
20-03-2014,61.3325
21-03-2014,60.925
24-03-2014,60.7875
25-03-2014,60.48
26-03-2014,60.165
27-03-2014,60.3175
28-03-2014,59.89
02-04-2014,59.8975
03-04-2014,60.175
04-04-2014,60.085
07-04-2014,60.125
09-04-2014,60.135
10-04-2014,60.07
11-04-2014,60.1763
15-04-2014,60.2325
16-04-2014,60.39
17-04-2014,60.2912
21-04-2014,60.5925
22-04-2014,60.7675
23-04-2014,61.085
25-04-2014,60.625
28-04-2014,60.6475
29-04-2014,60.425
30-04-2014,60.335
02-05-2014,60.1625
05-05-2014,60.225
06-05-2014,60.0975
07-05-2014,60.135
08-05-2014,60.06
09-05-2014,60.025
12-05-2014,60.05
13-05-2014,59.67
15-05-2014,59.29
16-05-2014,58.7825
19-05-2014,58.595
20-05-2014,58.64
21-05-2014,58.78
22-05-2014,58.46
23-05-2014,58.5075
26-05-2014,58.715
27-05-2014,59.0425
28-05-2014,58.9275
29-05-2014,59.035
30-05-2014,59.1025
02-06-2014,59.1563
03-06-2014,59.39
04-06-2014,59.335
05-06-2014,59.3313
06-06-2014,59.1825
09-06-2014,59.1888
10-06-2014,59.2975
11-06-2014,59.2762
12-06-2014,59.255
13-06-2014,59.7725
16-06-2014,60.165
17-06-2014,60.0187
18-06-2014,60.4037
19-06-2014,60.0863
20-06-2014,60.1875
23-06-2014,60.2062
24-06-2014,60.12
25-06-2014,60.1325
26-06-2014,60.1425
27-06-2014,60.085
30-06-2014,60.1862
01-07-2014,60.075
02-07-2014,59.6937
03-07-2014,59.7425
04-07-2014,59.735
07-07-2014,60.015
08-07-2014,59.7887
09-07-2014,59.7575
10-07-2014,60.205
11-07-2014,59.9375
14-07-2014,60.075
15-07-2014,60.135
16-07-2014,60.135
17-07-2014,60.1775
18-07-2014,60.2875
21-07-2014,60.305
22-07-2014,60.2513
23-07-2014,60.105
24-07-2014,60.105
25-07-2014,60.105
28-07-2014,60.1375
30-07-2014,60.0575
31-07-2014,60.56
01-08-2014,61.185
04-08-2014,60.935
05-08-2014,60.8462
06-08-2014,61.505
07-08-2014,61.2325
08-08-2014,61.145
11-08-2014,61.1787
12-08-2014,61.09
13-08-2014,61.2238
14-08-2014,60.77
19-08-2014,60.6838
20-08-2014,60.62
21-08-2014,60.675
22-08-2014,60.4725
25-08-2014,60.565
26-08-2014,60.435
27-08-2014,60.4512
28-08-2014,60.515
01-09-2014,60.5275
02-09-2014,60.685
03-09-2014,60.485
04-09-2014,60.365
05-09-2014,60.4063
08-09-2014,60.295
09-09-2014,60.605
10-09-2014,60.955
11-09-2014,60.9313
12-09-2014,60.66
15-09-2014,61.1475
16-09-2014,61.06
17-09-2014,60.915
18-09-2014,60.845
19-09-2014,60.8275
22-09-2014,60.82
23-09-2014,60.9475
24-09-2014,60.9725
25-09-2014,61.345
26-09-2014,61.1575
