Date,USGG10YR Index  (L3),USGG2YR Index  (L4),FEDL01 Index  (R1),MOVE Index  (R1)
25-05-2020,,,,
26-05-2020,0.6965,0.1717,0.05,52.22
27-05-2020,0.6819,0.1799,0.05,52.98
28-05-2020,0.69,0.1701,0.05,50.57
29-05-2020,0.6526,0.1603,0.05,51.55
31-05-2020,,,,
01-06-2020,0.6591,0.1564,0.05,55.07
02-06-2020,0.6852,0.1623,0.06,55.35
03-06-2020,0.7458,0.19,0.06,61.24
04-06-2020,0.8234,0.194,0.06,61.18
05-06-2020,0.8951,0.2062,0.07,61.97
08-06-2020,0.8752,0.2261,0.07,62.77
09-06-2020,0.8253,0.2024,0.07,62.94
10-06-2020,0.7263,0.1667,0.08,60.02
11-06-2020,0.669,0.1967,0.08,56.47
12-06-2020,0.7034,0.193,0.08,55.81
15-06-2020,0.7215,0.189,0.09,58.09
16-06-2020,0.7528,0.1992,0.09,60.49
17-06-2020,0.738,0.1952,0.09,58.16
18-06-2020,0.7084,0.1933,0.09,55.15
19-06-2020,0.6937,0.1855,0.09,53.4523
22-06-2020,0.7085,0.1917,0.08,53.9318
23-06-2020,0.7118,0.1857,0.08,54.04
24-06-2020,0.679,0.1876,0.08,54.89
25-06-2020,0.6856,0.1857,0.08,51.57
26-06-2020,0.6413,0.1661,0.08,51.21
29-06-2020,0.6234,0.1485,0.08,52.96
30-06-2020,0.6561,0.1485,0.08,54.13
01-07-2020,0.6758,0.1603,0.08,53.28
02-07-2020,0.6693,0.1526,0.09,50.96
03-07-2020,,,0.09,
06-07-2020,0.6759,0.1566,0.09,52.03
07-07-2020,0.6397,0.1567,0.09,50.98
08-07-2020,0.6644,0.1587,0.09,49.8
09-07-2020,0.6135,0.1508,0.09,50.07
10-07-2020,0.6447,0.1529,0.09,49.19
13-07-2020,0.6184,0.1509,0.09,49.55
14-07-2020,0.6233,0.157,0.09,50.81
15-07-2020,0.6299,0.155,0.1,47.08
16-07-2020,0.6168,0.145,0.1,46.43
17-07-2020,0.6266,0.1451,0.09,45.68
20-07-2020,0.6102,0.1472,0.1,46.82
21-07-2020,0.6004,0.1411,0.1,46.45
22-07-2020,0.5971,0.1492,0.09,45.32
23-07-2020,0.5774,0.1513,0.09,43.93
24-07-2020,0.5888,0.1473,0.09,42.48
27-07-2020,0.6151,0.1514,0.1,42.61
28-07-2020,0.579,0.1387,0.1,41.27
29-07-2020,0.5741,0.1309,0.1,41.63
30-07-2020,0.5462,0.1172,0.1,40.66
31-07-2020,0.5282,0.1054,0.1,41.98
03-08-2020,0.5543,0.1093,0.1,43.13
04-08-2020,0.5069,0.1073,0.1,44.11
05-08-2020,0.5477,0.1171,0.1,41.75
06-08-2020,0.5362,0.1151,0.1,42.6
07-08-2020,0.564,0.129,0.1,41.46
10-08-2020,0.5755,0.131,0.1,42.21
11-08-2020,0.6415,0.1489,0.1,45.26
12-08-2020,0.6747,0.1609,0.1,44.23
13-08-2020,0.7208,0.1629,0.1,45.08
14-08-2020,0.7094,0.145,0.1,43.09
17-08-2020,0.6882,0.1511,0.1,45.81
18-08-2020,0.6687,0.1431,0.09,46.06
19-08-2020,0.6801,0.1391,0.09,44.6
20-08-2020,0.6509,0.1411,0.09,44.58
21-08-2020,0.6282,0.1432,0.09,45.14
24-08-2020,0.6542,0.1513,0.09,46.33
25-08-2020,0.6835,0.1493,0.09,47.89
26-08-2020,0.6884,0.1504,0.09,47.99
27-08-2020,0.7522,0.1583,0.08,49.29
28-08-2020,0.7211,0.127,0.09,48.19
31-08-2020,0.7048,0.1309,0.09,47.02
01-09-2020,0.6689,0.1309,0.09,44.3
02-09-2020,0.6477,0.1329,0.09,44.86
03-09-2020,0.6347,0.127,0.09,45.76
04-09-2020,0.718,0.1428,0.09,47.04
07-09-2020,,,,
08-09-2020,0.6788,0.1408,0.09,50.68
09-09-2020,0.7001,0.1468,0.09,48.82
10-09-2020,0.6772,0.1389,0.09,45.21
11-09-2020,0.6658,0.127,0.09,43.12
14-09-2020,0.6723,0.137,0.09,44.21
15-09-2020,0.6789,0.139,0.09,43.06
16-09-2020,0.6969,0.137,0.09,42.43
17-09-2020,0.6887,0.135,0.09,38.45
18-09-2020,0.6937,0.1391,0.09,37.24
21-09-2020,0.6658,0.1371,0.09,38.63
22-09-2020,0.6708,0.1351,0.09,39.35
23-09-2020,0.6724,0.1387,0.09,38.63
24-09-2020,0.6659,0.1328,0.09,37.22
25-09-2020,0.6544,0.1289,0.09,36.97
28-09-2020,0.6528,0.125,0.09,37.4
29-09-2020,0.6495,0.123,0.09,36.62
30-09-2020,0.684,0.127,0.09,39.21
01-10-2020,0.6774,0.127,0.09,38.65
02-10-2020,0.7005,0.1289,0.09,39.97
05-10-2020,0.7817,0.1447,0.09,39.81
06-10-2020,0.7353,0.1467,0.09,57.75
07-10-2020,0.7868,0.1507,0.09,56.98
08-10-2020,0.7852,0.1508,0.09,57.31
09-10-2020,0.7737,0.1529,0.09,57.52
12-10-2020,,,,
13-10-2020,0.7272,0.139,0.09,55.59
14-10-2020,0.7256,0.139,0.09,53.5
15-10-2020,0.7322,0.139,0.09,55.62
16-10-2020,0.7456,0.1431,0.09,57.25
19-10-2020,0.769,0.1451,0.09,61.16
20-10-2020,0.7857,0.1431,0.09,60.42
21-10-2020,0.8226,0.1472,0.09,59.07
22-10-2020,0.8562,0.1533,0.09,59.73
23-10-2020,0.8429,0.1554,0.09,58.46
26-10-2020,0.801,0.1494,0.09,58.95
27-10-2020,0.7676,0.1453,0.09,57.88
28-10-2020,0.771,0.1466,0.09,57.13
29-10-2020,0.823,0.1466,0.09,61.3
30-10-2020,0.8737,0.1525,0.09,61.91
31-10-2020,,,,
02-11-2020,0.8434,0.1545,0.09,63.56
03-11-2020,0.8993,0.1663,0.09,64.37
04-11-2020,0.7629,0.1447,0.09,47.74
05-11-2020,0.7629,0.1447,0.09,43.76
06-11-2020,0.8185,0.1527,0.09,39.88
09-11-2020,0.9235,0.1706,0.09,44.94
10-11-2020,0.9595,0.1807,0.09,46.19
11-11-2020,,,,
12-11-2020,0.8815,0.1768,0.09,44.17
13-11-2020,0.8963,0.179,0.09,42.95
16-11-2020,0.9061,0.1771,0.09,42.49
17-11-2020,0.857,0.1692,0.09,43.08
18-11-2020,0.8701,0.1732,0.09,43.62
19-11-2020,0.8293,0.1612,0.08,43.53
20-11-2020,0.8243,0.1573,0.08,42.31
23-11-2020,0.8537,0.1594,0.08,43.04
24-11-2020,0.8799,0.1602,0.08,42.38
25-11-2020,0.8816,0.1583,0.08,39.62
26-11-2020,,,,
27-11-2020,0.8373,0.1524,0.08,39.64
30-11-2020,0.8389,0.1485,0.09,40.84
01-12-2020,0.926,0.1662,0.09,41.53
02-12-2020,0.936,0.1584,0.09,43.92
03-12-2020,0.9063,0.1486,0.09,42.53
04-12-2020,0.9659,0.1507,0.09,43.89
07-12-2020,0.9228,0.1408,0.09,49.67
08-12-2020,0.9179,0.1508,0.09,49.1
09-12-2020,0.9361,0.1488,0.09,48.48
10-12-2020,0.9063,0.1369,0.09,47.15
11-12-2020,0.8964,0.115,0.09,47.52
14-12-2020,0.8931,0.115,0.09,49.22
15-12-2020,0.908,0.113,0.09,48.14
16-12-2020,0.9163,0.115,0.09,46.96
17-12-2020,0.9329,0.121,0.09,44.15
18-12-2020,0.9462,0.121,0.09,44.64
21-12-2020,0.9346,0.121,0.09,46.66
22-12-2020,0.9164,0.1129,0.09,43.57
23-12-2020,0.943,0.1169,0.09,42.74
24-12-2020,0.9231,0.1189,0.09,42.11
25-12-2020,,,,
28-12-2020,0.9231,0.1189,0.09,45.26
29-12-2020,0.9364,0.125,0.09,46.1
30-12-2020,0.9231,0.1211,0.09,47.19
31-12-2020,0.9132,0.1211,0.09,48.98
01-01-2021,,,,
04-01-2021,0.9132,0.1132,0.09,49.59
05-01-2021,0.9549,0.1211,0.09,48.95
06-01-2021,1.0355,0.1369,0.09,44.64
07-01-2021,1.0795,0.1369,0.09,45.2
08-01-2021,1.1153,0.1329,0.09,44.81
11-01-2021,1.146,0.1449,0.09,47.77
12-01-2021,1.1291,0.1449,0.09,50.12
13-01-2021,1.0832,0.143,0.09,45.6
14-01-2021,1.1292,0.139,0.09,46.23
15-01-2021,1.0835,0.133,0.09,45.14
18-01-2021,,,,
19-01-2021,1.0886,0.131,0.09,45.23
20-01-2021,1.0802,0.127,0.09,42.53
21-01-2021,1.1058,0.1189,0.08,43.01
22-01-2021,1.0855,0.1209,0.08,43.09
25-01-2021,1.0295,0.1149,0.08,43.08
26-01-2021,1.0347,0.1211,0.08,43.14
27-01-2021,1.0161,0.1191,0.08,44.16
28-01-2021,1.0449,0.1172,0.07,45.53
29-01-2021,1.0655,0.1093,0.07,47.41
31-01-2021,,,,
01-02-2021,1.0792,0.1073,0.08,46.28
02-02-2021,1.0963,0.1132,0.08,45.91
03-02-2021,1.1374,0.1171,0.08,46.93
04-02-2021,1.1392,0.1112,0.08,47.25
05-02-2021,1.1635,0.1013,0.08,47.2
08-02-2021,1.1705,0.1111,0.07,48.45
09-02-2021,1.1568,0.1151,0.08,46.75
10-02-2021,1.1225,0.1071,0.08,46.27
11-02-2021,1.1632,0.1091,0.08,45.95
12-02-2021,1.2082,0.109,0.08,47.01
15-02-2021,,,,
16-02-2021,1.3141,0.119,0.08,56.78
17-02-2021,1.2703,0.1029,0.08,55.97
18-02-2021,1.2956,0.1049,0.07,56.12
19-02-2021,1.3364,0.1048,0.07,60.43
22-02-2021,1.3653,0.1109,0.07,62.42
23-02-2021,1.3416,0.1108,0.07,61.73
24-02-2021,1.3756,0.123,0.07,61.92
25-02-2021,1.5199,0.172,0.07,74.16
26-02-2021,1.4049,0.127,0.07,75.66
28-02-2021,,,,
01-03-2021,1.417,0.1191,0.07,68.73
02-03-2021,1.3914,0.1211,0.07,57.7
03-03-2021,1.4808,0.1407,0.07,65.83
04-03-2021,1.564,0.1447,0.07,68.13
05-03-2021,1.5661,0.1369,0.07,69.37
08-03-2021,1.5907,0.1626,0.07,71.65
09-03-2021,1.5263,0.1607,0.07,67.44
10-03-2021,1.5178,0.1528,0.07,63.19
11-03-2021,1.537,0.1389,0.07,63.9
12-03-2021,1.6247,0.147,0.07,70.83
15-03-2021,1.6055,0.151,0.07,70.79
16-03-2021,1.6179,0.149,0.07,70.81
17-03-2021,1.6427,0.133,0.07,66.75
18-03-2021,1.7082,0.1531,0.07,70.48
19-03-2021,1.721,0.1492,0.07,68.8
22-03-2021,1.6946,0.1472,0.07,67.62
23-03-2021,1.6206,0.1452,0.07,60.77
24-03-2021,1.6084,0.1465,0.07,60.71
25-03-2021,1.6332,0.1367,0.07,59.54
26-03-2021,1.676,0.1387,0.07,61.49
29-03-2021,1.7081,0.1407,0.07,65.96
30-03-2021,1.7029,0.1465,0.07,67.44
31-03-2021,1.7404,0.1603,0.06,71.27
01-04-2021,1.6699,0.1585,0.07,64.99
02-04-2021,,,0.07,63.71
05-04-2021,1.7003,0.1664,0.07,61.79
06-04-2021,1.656,0.1566,0.07,60.29
07-04-2021,1.6739,0.1527,0.07,62.54
08-04-2021,1.6192,0.1488,0.07,60.08
09-04-2021,1.6585,0.1548,0.07,61.21
12-04-2021,1.6657,0.1668,0.07,63.5
13-04-2021,1.6145,0.1589,0.07,61.2
14-04-2021,1.6323,0.161,0.07,60.08
15-04-2021,1.5759,0.159,0.07,59.05
16-04-2021,1.5798,0.1612,0.07,62.57
19-04-2021,1.6047,0.1572,0.07,63.96
20-04-2021,1.5589,0.1492,0.07,64.35
21-04-2021,1.5555,0.1472,0.07,62.27
22-04-2021,1.538,0.1472,0.07,59.62
23-04-2021,1.5577,0.1575,0.07,59.98
26-04-2021,1.5667,0.1677,0.07,60.98
27-04-2021,1.6216,0.1798,0.07,60.15
28-04-2021,1.6094,0.1641,0.07,60.31
29-04-2021,1.6343,0.1622,0.06,59.02
30-04-2021,1.6259,0.1584,0.05,58.13
03-05-2021,1.5976,0.1585,0.06,57.33
04-05-2021,1.5924,0.1585,0.06,58.51
05-05-2021,1.566,0.1506,0.06,56.93
06-05-2021,1.5696,0.1527,0.06,57.75
07-05-2021,1.5771,0.1448,0.06,54.13
10-05-2021,1.602,0.1528,0.06,55.48
11-05-2021,1.6217,0.1588,0.06,58.01
12-05-2021,1.6916,0.1629,0.06,58.47
13-05-2021,1.6574,0.1529,0.06,56.59
14-05-2021,1.6284,0.147,0.06,54.99
17-05-2021,1.6488,0.1531,0.06,58.59
18-05-2021,1.6369,0.1491,0.06,57.18
19-05-2021,1.671,0.1552,0.06,57.31
20-05-2021,1.625,0.1451,0.06,55.04
21-05-2021,1.6216,0.1533,0.06,54.59
24-05-2021,1.6012,0.1493,0.06,54.94
25-05-2021,1.5588,0.1412,0.06,53.72
26-05-2021,1.5757,0.1485,0.06,52.82
27-05-2021,1.6062,0.1446,0.06,53.47
28-05-2021,1.5943,0.1407,0.05,52.04
31-05-2021,,,,
01-06-2021,1.6062,0.1466,0.06,54.99
02-06-2021,1.5875,0.1446,0.06,55.21
03-06-2021,1.625,0.1545,0.06,53.96
04-06-2021,1.5534,0.1448,0.06,49.78
07-06-2021,1.5687,0.1547,0.06,49.55
08-06-2021,1.5331,0.1508,0.06,49.93
09-06-2021,1.4908,0.1548,0.06,52.84
10-06-2021,1.4318,0.1429,0.06,48.26
11-06-2021,1.4518,0.1469,0.06,50.85
14-06-2021,1.494,0.157,0.06,54.03
15-06-2021,1.4922,0.163,0.06,52.92
16-06-2021,1.5754,0.2052,0.06,54.28
17-06-2021,1.504,0.2093,0.1,54.91
18-06-2021,1.4381,0.2541,0.1,60.45
21-06-2021,1.4886,0.2543,0.1,61.86
22-06-2021,1.4632,0.2281,0.1,58.64
23-06-2021,1.4852,0.2622,0.1,55.6
24-06-2021,1.4919,0.2681,0.1,54.83
25-06-2021,1.5241,0.2661,0.1,55.58
28-06-2021,1.4765,0.2543,0.1,56.33
29-06-2021,1.4697,0.2504,0.1,56.8
30-06-2021,1.468,0.2486,0.08,57.27
01-07-2021,1.4578,0.2527,0.1,57.52
02-07-2021,1.4238,0.2336,0.1,52.41
05-07-2021,,,,
06-07-2021,1.3481,0.2179,0.1,56.55
07-07-2021,1.3163,0.2141,0.1,60.65
08-07-2021,1.2928,0.1944,0.1,61.68
09-07-2021,1.3595,0.2126,0.1,59.92
12-07-2021,1.3645,0.2267,0.1,60.78
13-07-2021,1.4166,0.2528,0.1,60.8
14-07-2021,1.3459,0.223,0.1,57.31
15-07-2021,1.2989,0.2231,0.1,56.98
16-07-2021,1.2903,0.2215,0.1,58.24
19-07-2021,1.1888,0.2156,0.1,67.58
20-07-2021,1.2218,0.1996,0.1,69.31
21-07-2021,1.2884,0.2078,0.1,65.28
22-07-2021,1.2783,0.1998,0.1,64.96
23-07-2021,1.2763,0.1981,0.1,65.28
26-07-2021,1.2896,0.1941,0.1,69.03
27-07-2021,1.2411,0.2035,0.1,70.07
28-07-2021,1.2327,0.2016,0.1,62.4
29-07-2021,1.2693,0.2035,0.1,62.08
30-07-2021,1.2223,0.1839,0.07,61.19
31-07-2021,,,,
02-08-2021,1.1773,0.1722,0.1,64.29
03-08-2021,1.1722,0.1703,0.1,65.42
04-08-2021,1.182,0.1802,0.1,62.67
05-08-2021,1.2235,0.198,0.1,63.57
06-08-2021,1.2969,0.2083,0.1,62.64
09-08-2021,1.3237,0.2203,0.1,65.72
10-08-2021,1.349,0.2383,0.1,66.55
11-08-2021,1.3303,0.2186,0.1,60.66
12-08-2021,1.359,0.2227,0.1,57.39
13-08-2021,1.2767,0.2071,0.1,55.45
16-08-2021,1.265,0.2092,0.1,59.4
17-08-2021,1.2617,0.2133,0.1,60.28
18-08-2021,1.2583,0.2155,0.09,58.05
19-08-2021,1.2433,0.2196,0.09,59.38
20-08-2021,1.255,0.2241,0.09,59.95
23-08-2021,1.2517,0.2242,0.09,62.23
24-08-2021,1.2935,0.2223,0.09,63.03
25-08-2021,1.339,0.2386,0.09,64.51
26-08-2021,1.3491,0.2406,0.09,63.41
27-08-2021,1.307,0.2151,0.08,57.98
30-08-2021,1.2785,0.2014,0.08,60.14
31-08-2021,1.3088,0.2093,0.06,59.54
01-09-2021,1.2936,0.2094,0.08,58.09
02-09-2021,1.2835,0.2056,0.08,55.8
03-09-2021,1.3223,0.2061,0.08,53.26
06-09-2021,,,,
07-09-2021,1.3732,0.2201,0.08,57.05
08-09-2021,1.3376,0.2162,0.08,57.02
09-09-2021,1.2971,0.2124,0.08,52.61
10-09-2021,1.3411,0.2127,0.08,51.73
13-09-2021,1.3259,0.2129,0.08,53.1
14-09-2021,1.2836,0.207,0.08,51.73
15-09-2021,1.2988,0.2111,0.08,53.93
16-09-2021,1.3378,0.2193,0.08,53.7
17-09-2021,1.3616,0.2217,0.08,56.06
20-09-2021,1.3107,0.2158,0.08,59.58
21-09-2021,1.3226,0.2139,0.08,59.2
22-09-2021,1.3006,0.2363,0.08,55.92
23-09-2021,1.4301,0.2608,0.08,56.79
24-09-2021,1.4509,0.2695,0.08,58.46
27-09-2021,1.4871,0.2779,0.08,60.5
28-09-2021,1.5374,0.301,0.08,62.71
29-09-2021,1.5167,0.2892,0.08,61.21
30-09-2021,1.4873,0.2755,0.06,61.07
01-10-2021,1.4616,0.2638,0.08,57.38
04-10-2021,1.4789,0.2776,0.08,60.61
05-10-2021,1.5258,0.2836,0.08,62.83
06-10-2021,1.5206,0.2935,0.08,60.65
07-10-2021,1.5729,0.3055,0.08,60.91
08-10-2021,1.6118,0.3178,0.08,59.65
11-10-2021,,,,
12-10-2021,1.5769,0.3379,0.08,62.95
13-10-2021,1.5368,0.358,0.08,60.84
14-10-2021,1.5107,0.3602,0.08,59.35
15-10-2021,1.5703,0.3949,0.08,62.7
18-10-2021,1.6002,0.4254,0.08,70.77
19-10-2021,1.6372,0.3953,0.08,68.25
20-10-2021,1.6567,0.3854,0.08,65.47
21-10-2021,1.7011,0.4545,0.08,69.42
22-10-2021,1.6324,0.4534,0.08,72.04
25-10-2021,1.6307,0.4353,0.08,68.96
26-10-2021,1.6079,0.4396,0.08,66.7
27-10-2021,1.5413,0.5029,0.08,70.06
28-10-2021,1.58,0.4891,0.08,71.96
29-10-2021,1.5521,0.497,0.07,75.45
31-10-2021,,,,
01-11-2021,1.5557,0.4992,0.08,78.34
02-11-2021,1.5488,0.4499,0.08,71.04
03-11-2021,1.6034,0.4659,0.08,71.22
04-11-2021,1.5262,0.4244,0.08,64.61
05-11-2021,1.4513,0.4008,0.08,66.9
08-11-2021,1.4897,0.4426,0.08,70.97
09-11-2021,1.4358,0.4208,0.08,73.02
10-11-2021,1.5493,0.5129,0.08,78.31
11-11-2021,,,,
12-11-2021,1.5613,0.5115,0.08,78.61
15-11-2021,1.6145,0.5157,0.08,81.59
16-11-2021,1.6335,0.5179,0.08,81.58
17-11-2021,1.5889,0.4979,0.08,81.58
18-11-2021,1.5855,0.5021,0.08,74.51
19-11-2021,1.5462,0.5067,0.08,73.39
22-11-2021,1.6236,0.5842,0.08,79.21
23-11-2021,1.6651,0.6142,0.08,80.57
24-11-2021,1.6341,0.6398,0.08,83.15
25-11-2021,,,,
26-11-2021,1.4731,0.498,0.08,89.45
29-11-2021,1.4987,0.4843,0.08,89.41
30-11-2021,1.4443,0.565,0.07,84.04
01-12-2021,1.4037,0.5513,0.08,82.97
02-12-2021,1.4443,0.6126,0.08,82.55
03-12-2021,1.343,0.5873,0.08,79.14
06-12-2021,1.4342,0.6312,0.08,87.89
07-12-2021,1.4733,0.6892,0.08,88.14
08-12-2021,1.5212,0.6815,0.08,80.29
09-12-2021,1.499,0.6877,0.08,79.54
10-12-2021,1.4837,0.6543,0.08,74.36
13-12-2021,1.4156,0.6324,0.08,76.41
14-12-2021,1.4411,0.6568,0.08,78.98
15-12-2021,1.4565,0.6631,0.08,74.06
16-12-2021,1.4106,0.6128,0.08,69.1
17-12-2021,1.4021,0.6376,0.08,72.46
20-12-2021,1.4225,0.6317,0.08,77.02
21-12-2021,1.4617,0.6665,0.08,79.52
22-12-2021,1.4515,0.6606,0.08,76.85
23-12-2021,1.4927,0.6881,0.08,77.29
24-12-2021,,,0.08,
27-12-2021,1.4756,0.6987,0.08,80.12
28-12-2021,1.4807,0.75,0.08,77.52
29-12-2021,1.5496,0.7461,0.08,78
30-12-2021,1.5083,0.7244,0.08,77.62
31-12-2021,1.5101,0.7322,0.07,77.1
03-01-2022,1.628,0.7678,0.08,84.08
04-01-2022,1.6473,0.7599,0.08,83.11
05-01-2022,1.7052,0.8256,0.08,78.68
06-01-2022,1.7211,0.8656,0.08,77.73
07-01-2022,1.762,0.8621,0.08,74.69
10-01-2022,1.7603,0.8944,0.08,78.12
11-01-2022,1.7357,0.8825,0.08,77.85
12-01-2022,1.7428,0.9189,0.08,74.55
13-01-2022,1.7041,0.8929,0.08,72.57
14-01-2022,1.7841,0.9668,0.08,76.59
17-01-2022,,,,
18-01-2022,1.8735,1.0425,0.08,84.63
19-01-2022,1.8646,1.0572,0.08,80.14
20-01-2022,1.804,1.0249,0.08,80.96
21-01-2022,1.7581,1.0014,0.08,81.03
24-01-2022,1.7706,0.971,0.08,83.77
25-01-2022,1.7689,1.0174,0.08,84.57
26-01-2022,1.8637,1.1504,0.08,85.75
27-01-2022,1.7994,1.1882,0.08,85.62
28-01-2022,1.7694,1.1623,0.08,85.29
31-01-2022,1.7767,1.1787,0.08,85.14
01-02-2022,1.7875,1.1651,0.08,85.22
02-02-2022,1.7751,1.1535,0.08,84.85
03-02-2022,1.8306,1.1959,0.08,85.74
04-02-2022,1.9085,1.3099,0.08,87.68
07-02-2022,1.9159,1.2903,0.08,87.44
08-02-2022,1.9632,1.3414,0.08,82.72
09-02-2022,1.9415,1.3644,0.08,81.76
10-02-2022,2.0294,1.5786,0.08,88.52
11-02-2022,1.9371,1.4997,0.08,94.03
14-02-2022,1.9875,1.5744,0.08,102.28
15-02-2022,2.0434,1.5774,0.08,94
16-02-2022,2.0382,1.5208,0.08,92.74
17-02-2022,1.9615,1.4662,0.08,96.17
18-02-2022,1.9286,1.4654,0.08,94.36
21-02-2022,,,,
22-02-2022,1.939,1.5491,0.08,95.54
23-02-2022,1.9912,1.6016,0.08,95.15
24-02-2022,1.9633,1.5797,0.08,100.75
25-02-2022,1.9617,1.5697,0.08,93.34
28-02-2022,1.825,1.4323,0.08,100.4
01-03-2022,1.7275,1.3407,0.08,118.26
02-03-2022,1.8767,1.512,0.08,110.28
03-03-2022,1.8405,1.53,0.08,115.18
04-03-2022,1.7307,1.4759,0.08,131.82
07-03-2022,1.7734,1.5503,0.08,140.03
08-03-2022,1.8456,1.5987,0.08,133.37
09-03-2022,1.9531,1.6798,0.08,110.9
10-03-2022,1.9864,1.6963,0.08,105.31
11-03-2022,1.9917,1.748,0.08,99.03
14-03-2022,2.133,1.8609,0.08,105.08
15-03-2022,2.1437,1.8491,0.08,101.03
16-03-2022,2.1849,1.9379,0.08,100.57
17-03-2022,2.1706,1.9138,0.33,91.76
18-03-2022,2.1494,1.9362,0.33,91.77
21-03-2022,2.2896,2.1153,0.33,101.94
22-03-2022,2.3825,2.1641,0.33,105.38
23-03-2022,2.2917,2.0961,0.33,105.72
24-03-2022,2.3718,2.1387,0.33,113.14
25-03-2022,2.4731,2.2696,0.33,125.27
28-03-2022,2.4585,2.3277,0.33,129.28
29-03-2022,2.3944,2.3646,0.33,117.92
30-03-2022,2.3488,2.3063,0.33,112.98
31-03-2022,2.338,2.3345,0.33,106.88
01-04-2022,2.3822,2.4564,0.33,108.34
04-04-2022,2.3951,2.4221,0.33,108.37
05-04-2022,2.5469,2.5139,0.33,116.37
06-04-2022,2.5975,2.4714,0.33,123.92
07-04-2022,2.6578,2.4595,0.33,122.67
08-04-2022,2.7,2.5115,0.33,124.86
11-04-2022,2.7801,2.4975,0.33,129.87
12-04-2022,2.7213,2.4054,0.33,117.79
13-04-2022,2.6987,2.3481,0.33,116.33
14-04-2022,2.8275,2.4539,0.33,119.66
15-04-2022,,,0.33,
18-04-2022,2.8527,2.448,0.33,122.32
19-04-2022,2.9361,2.5915,0.33,122.74
20-04-2022,2.832,2.5753,0.33,125.12
21-04-2022,2.9095,2.6822,0.33,130.69
22-04-2022,2.8987,2.6672,0.33,128.12
25-04-2022,2.8198,2.6257,0.33,131.63
26-04-2022,2.7205,2.4773,0.33,129.27
27-04-2022,2.8318,2.591,0.33,130.11
28-04-2022,2.8224,2.6173,0.33,128.74
29-04-2022,2.9336,2.7146,0.33,128.4
30-04-2022,,,,
02-05-2022,2.9807,2.7312,0.33,135.17
03-05-2022,2.9712,2.7824,0.33,126.46
04-05-2022,2.9344,2.6421,0.33,121.99
05-05-2022,3.0365,2.7034,0.83,122.72
06-05-2022,3.1265,2.7308,0.83,121.42
09-05-2022,3.0338,2.5938,0.83,125.22
10-05-2022,2.9908,2.6124,0.83,126.76
11-05-2022,2.9207,2.6371,0.83,118.05
12-05-2022,2.8479,2.5592,0.83,118.73
13-05-2022,2.9185,2.578,0.83,114.61
16-05-2022,2.8822,2.5698,0.83,117.95
17-05-2022,2.986,2.7003,0.83,119.46
18-05-2022,2.884,2.6694,0.83,114.86
19-05-2022,2.837,2.6073,0.83,115.05
20-05-2022,2.7811,2.5807,0.83,111.1
23-05-2022,2.8514,2.6204,0.83,110.19
24-05-2022,2.7506,2.4787,0.83,111.15
25-05-2022,2.7452,2.4919,0.83,105.69
26-05-2022,2.7469,2.4758,0.83,102.49
27-05-2022,2.7378,2.4758,0.83,98.48
30-05-2022,,,,
31-05-2022,2.8441,2.5565,0.83,107.12
01-06-2022,2.9058,2.6416,0.83,109.38
02-06-2022,2.9076,2.6296,0.83,99.27
03-06-2022,2.9332,2.6525,0.83,97.73
06-06-2022,3.0399,2.7262,0.83,102.26
07-06-2022,2.9736,2.7265,0.83,102.61
08-06-2022,3.0215,2.7739,0.83,105.29
09-06-2022,3.0418,2.8113,0.83,105.29
10-06-2022,3.1555,3.0632,0.83,114.23
13-06-2022,3.3598,3.3541,0.83,139.21
14-06-2022,3.4733,3.4267,0.83,144.09
15-06-2022,3.2839,3.1908,0.83,135.93
16-06-2022,3.1952,3.0933,1.58,138.1
17-06-2022,3.2256,3.1785,1.58,133.75
20-06-2022,,,,
21-06-2022,3.2749,3.1963,1.58,138.91
22-06-2022,3.1561,3.0559,1.58,129.94
23-06-2022,3.087,3.0145,1.58,125.98
24-06-2022,3.1301,3.0632,1.58,127
27-06-2022,3.1997,3.1212,1.58,133.22
28-06-2022,3.1715,3.1096,1.58,135.22
29-06-2022,3.0891,3.0385,1.58,130.43
30-06-2022,3.0129,2.9533,1.58,135.5
01-07-2022,2.8803,2.8329,1.58,144.17
04-07-2022,,,,
05-07-2022,2.8054,2.8184,1.58,156.16
06-07-2022,2.928,3.0018,1.58,151.14
07-07-2022,2.9945,3.0141,1.58,149.71
08-07-2022,3.0803,3.1047,1.58,145.25
11-07-2022,2.9928,3.0718,1.58,147.72
12-07-2022,2.9687,3.0491,1.58,148.11
13-07-2022,2.9336,3.1547,1.58,136.1
14-07-2022,2.9595,3.1321,1.58,137.76
15-07-2022,2.9152,3.1201,1.58,129.85
18-07-2022,2.9855,3.1744,1.58,127.69
19-07-2022,3.0209,3.2374,1.58,124.7
20-07-2022,3.0265,3.2272,1.58,122.9
21-07-2022,2.8747,3.085,1.58,121.15
22-07-2022,2.7504,2.97,1.58,123.7
25-07-2022,2.7959,3.0161,1.58,128.27
26-07-2022,2.8068,3.0528,1.58,128.55
27-07-2022,2.7849,2.9979,1.58,117.28
28-07-2022,2.6759,2.8622,2.33,119.93
29-07-2022,2.6487,2.8844,2.32,116.36
31-07-2022,,,,
01-08-2022,2.5732,2.8701,2.33,120.5
02-08-2022,2.7483,3.0508,2.33,129.23
