Date,FEDL01 Index  (R1),USSWIT5 BGN Curncy  (R2),USGGBE05 Index  (R3),CPURNSA Index  (R1),USGG5YR Index  (R4)
25-02-2010,0.12,2.06,1.7181,216.687,2.3217
26-02-2010,0.13,2.04,1.7154,216.687,2.3018
28-02-2010,0.13,2.04,1.7154,216.741,2.3018
01-03-2010,0.14,2.052,1.6965,216.741,2.2818
02-03-2010,0.14,2.055,1.7146,216.741,2.2652
03-03-2010,0.15,2.07,1.7231,216.741,2.2651
04-03-2010,0.16,2.093,1.7398,216.741,2.2717
05-03-2010,0.17,2.105,1.7752,216.741,2.3382
08-03-2010,0.15,2.147,1.7964,216.741,2.3682
09-03-2010,0.14,2.105,1.7917,216.741,2.3348
10-03-2010,0.14,2.12,1.7949,216.741,2.3783
11-03-2010,0.15,2.108,1.8166,216.741,2.4152
12-03-2010,0.17,2.133,1.849,216.741,2.4051
15-03-2010,0.2,2.111,1.8416,216.741,2.3951
16-03-2010,0.2,2.111,1.8359,216.741,2.348
17-03-2010,0.18,2.141,1.8639,216.741,2.3614
18-03-2010,0.18,2.121,1.8303,216.741,2.4153
19-03-2010,0.18,2.071,1.7632,216.741,2.4559
22-03-2010,0.18,2.051,1.7576,216.741,2.4052
23-03-2010,0.17,2.0425,1.7512,216.741,2.4154
24-03-2010,0.17,2.056,1.7914,216.741,2.5887
25-03-2010,0.17,2.061,1.7768,216.741,2.6309
26-03-2010,0.17,2.051,1.7731,216.741,2.5871
29-03-2010,0.16,2.046,1.763,216.741,2.5972
30-03-2010,0.16,2.045,1.7561,216.741,2.6006
31-03-2010,0.09,2.115,1.7889,217.631,2.5435
01-04-2010,0.17,2.146,1.8132,217.631,2.5873
02-04-2010,0.2,2.161,1.8132,217.631,2.5873
05-04-2010,0.2,2.211,1.8421,217.631,2.7363
06-04-2010,0.2,2.191,1.8627,217.631,2.6956
07-04-2010,0.19,2.231,1.8891,217.631,2.5976
08-04-2010,0.19,2.231,1.8916,217.631,2.6348
09-04-2010,0.19,2.241,1.89,217.631,2.6248
12-04-2010,0.19,2.24,1.896,217.631,2.5876
13-04-2010,0.2,2.23,1.873,217.631,2.5741
14-04-2010,0.2,2.227,1.8789,217.631,2.5978
15-04-2010,0.22,2.253,1.8961,217.631,2.5437
16-04-2010,0.21,2.2175,1.8595,217.631,2.4661
19-04-2010,0.2,2.2285,1.8438,217.631,2.5167
20-04-2010,0.2,2.264,1.8772,217.631,2.5438
21-04-2010,0.2,2.268,1.8714,217.631,2.4931
22-04-2010,0.2,2.236,1.8513,217.631,2.5371
23-04-2010,0.2,2.292,1.8756,217.631,2.5881
26-04-2010,0.2,2.269,1.8791,217.631,2.5643
27-04-2010,0.2,2.261,1.9555,217.631,2.4219
28-04-2010,0.2,2.284,2.0079,217.631,2.4998
29-04-2010,0.19,2.3205,2.0581,217.631,2.4766
30-04-2010,0.2,2.288,2.0202,218.009,2.4164
03-05-2010,0.2,2.309,2.022,218.009,2.4565
04-05-2010,0.21,2.2685,1.9706,218.009,2.3763
05-05-2010,0.21,2.227,1.9097,218.009,2.2898
06-05-2010,0.2,2.164,1.8091,218.009,2.1541
07-05-2010,0.2,2.131,1.7676,218.009,2.1635
10-05-2010,0.2,2.207,1.8701,218.009,2.2627
11-05-2010,0.2,2.249,1.8816,218.009,2.2327
12-05-2010,0.2,2.285,1.9504,218.009,2.279
13-05-2010,0.2,2.263,1.9234,218.009,2.2423
14-05-2010,0.2,2.208,1.8593,218.009,2.1556
17-05-2010,0.21,2.181,1.8224,218.009,2.1985
18-05-2010,0.21,2.17,1.7761,218.009,2.0626
19-05-2010,0.2,2.101,1.7363,218.009,2.1219
20-05-2010,0.2,1.9655,1.5943,218.009,1.9831
21-05-2010,0.2,2.002,1.601,218.009,2.0218
24-05-2010,0.21,2.018,1.5968,218.009,1.9886
25-05-2010,0.21,2.074,1.5736,218.009,1.9718
26-05-2010,0.2,2.0125,1.639,218.009,2.0178
27-05-2010,0.2,2.055,1.7089,218.009,2.1914
28-05-2010,0.19,2.073,1.7021,218.009,2.0919
31-05-2010,0.19,2,1.7021,218.178,2.0919
01-06-2010,0.2,2.015,1.6653,218.178,2.0555
02-06-2010,0.2,2.0315,1.7192,218.178,2.1316
03-06-2010,0.19,2.07,1.7648,218.178,2.1482
04-06-2010,0.19,1.9625,1.6757,218.178,1.9826
07-06-2010,0.19,1.9305,1.6226,218.178,1.9298
08-06-2010,0.19,1.9395,1.6236,218.178,1.9792
09-06-2010,0.18,1.935,1.6199,218.178,1.9692
10-06-2010,0.18,1.96,1.6753,218.178,2.1116
11-06-2010,0.18,1.94,1.6563,218.178,2.0285
14-06-2010,0.18,1.9425,1.6659,218.178,2.0317
15-06-2010,0.19,1.9305,1.6701,218.178,2.0749
16-06-2010,0.19,1.93,1.6724,218.178,2.0449
17-06-2010,0.19,1.9015,1.6738,218.178,1.9818
18-06-2010,0.18,1.86,1.6707,218.178,2.0114
21-06-2010,0.17,1.89,1.6937,218.178,2.0247
22-06-2010,0.18,1.885,1.6561,218.178,1.9647
23-06-2010,0.17,1.858,1.6386,218.178,1.9182
24-06-2010,0.16,1.87,1.6059,218.178,1.9475
25-06-2010,0.16,1.9165,1.5976,218.178,1.9013
28-06-2010,0.17,1.875,1.5502,218.178,1.8257
29-06-2010,0.15,1.847,1.51,218.178,1.7668
30-06-2010,0.09,1.841,1.5196,217.965,1.7733
01-07-2010,0.17,1.7855,1.4809,217.965,1.8027
02-07-2010,0.18,1.772,1.4701,217.965,1.8157
05-07-2010,0.18,1.805,1.4701,217.965,1.8157
06-07-2010,0.18,1.7035,1.3966,217.965,1.7565
07-07-2010,0.18,1.698,1.387,217.965,1.7794
08-07-2010,0.17,1.74,1.4233,217.965,1.8123
09-07-2010,0.18,1.754,1.4558,217.965,1.8353
12-07-2010,0.17,1.757,1.4688,217.965,1.8452
13-07-2010,0.17,1.77,1.5023,217.965,1.8948
14-07-2010,0.17,1.769,1.4642,217.965,1.8055
15-07-2010,0.19,1.7015,1.4303,217.965,1.7559
16-07-2010,0.19,1.63,1.3426,217.965,1.6669
19-07-2010,0.19,1.603,1.3128,217.965,1.6996
20-07-2010,0.18,1.573,1.319,217.965,1.6864
21-07-2010,0.18,1.6,1.3183,217.965,1.6402
22-07-2010,0.18,1.607,1.3414,217.965,1.673
23-07-2010,0.19,1.6555,1.3708,217.965,1.7321
26-07-2010,0.19,1.622,1.3837,217.965,1.7254
27-07-2010,0.19,1.674,1.4173,217.965,1.7883
28-07-2010,0.2,1.66,1.4057,217.965,1.6955
29-07-2010,0.19,1.666,1.3947,217.965,1.6584
30-07-2010,0.18,1.633,1.383,217.965,1.5964
31-07-2010,0.18,1.633,1.383,218.011,1.5964
02-08-2010,0.19,1.685,1.4558,218.011,1.6355
03-08-2010,0.19,1.6885,1.4607,218.011,1.5475
04-08-2010,0.19,1.7,1.4548,218.011,1.606
05-08-2010,0.19,1.7665,1.4539,218.011,1.5668
06-08-2010,0.18,1.69,1.4193,218.011,1.5046
09-08-2010,0.18,1.731,1.4259,218.011,1.524
10-08-2010,0.18,1.7,1.4345,218.011,1.4491
11-08-2010,0.17,1.7,1.388,218.011,1.4295
12-08-2010,0.18,1.6,1.3255,218.011,1.4813
13-08-2010,0.19,1.586,1.2911,218.011,1.4516
16-08-2010,0.2,1.585,1.234,218.011,1.38
17-08-2010,0.2,1.55,1.2371,218.011,1.4285
18-08-2010,0.19,1.56,1.2301,218.011,1.4348
19-08-2010,0.19,1.49,1.1962,218.011,1.3956
20-08-2010,0.2,1.5035,1.2017,218.011,1.4537
23-08-2010,0.19,1.471,1.1711,218.011,1.4112
24-08-2010,0.19,1.4355,1.134,218.011,1.3166
25-08-2010,0.19,1.469,1.1837,218.011,1.3749
26-08-2010,0.19,1.47,1.1932,218.011,1.3733
27-08-2010,0.19,1.5305,1.2358,218.011,1.4908
30-08-2010,0.19,1.522,1.2016,218.011,1.3863
31-08-2010,0.21,1.4205,1.1643,218.312,1.3311
01-09-2010,0.19,1.461,1.1672,218.312,1.3962
02-09-2010,0.19,1.459,1.1735,218.312,1.4224
03-09-2010,0.19,1.53,1.2123,218.312,1.4819
06-09-2010,0.19,1.49,1.2123,218.312,1.4819
07-09-2010,0.2,1.4485,1.1809,218.312,1.3968
08-09-2010,0.19,1.4575,1.1979,218.312,1.4525
09-09-2010,0.18,1.481,1.2553,218.312,1.5647
10-09-2010,0.18,1.567,1.3153,218.312,1.5785
13-09-2010,0.18,1.54,1.3314,218.312,1.5157
14-09-2010,0.19,1.496,1.2596,218.312,1.4433
15-09-2010,0.21,1.536,1.2525,218.312,1.4434
16-09-2010,0.21,1.484,1.2522,218.312,1.4633
17-09-2010,0.21,1.4825,1.1999,218.312,1.4339
20-09-2010,0.21,1.488,1.1995,218.312,1.4109
21-09-2010,0.2,1.547,1.2394,218.312,1.2991
22-09-2010,0.21,1.5605,1.2796,218.312,1.3188
23-09-2010,0.2,1.535,1.2454,218.312,1.3123
24-09-2010,0.21,1.562,1.2545,218.312,1.3453
27-09-2010,0.19,1.55,1.2438,218.312,1.2861
28-09-2010,0.19,1.5835,1.2837,218.312,1.2303
29-09-2010,0.19,1.562,1.2598,218.312,1.2759
30-09-2010,0.15,1.603,1.2762,218.439,1.2629
01-10-2010,0.2,1.617,1.2987,218.439,1.2565
04-10-2010,0.2,1.603,1.3083,218.439,1.2241
05-10-2010,0.2,1.696,1.3616,218.439,1.1917
06-10-2010,0.19,1.744,1.4515,218.439,1.1593
07-10-2010,0.18,1.692,1.4575,218.439,1.127
08-10-2010,0.18,1.782,1.4462,218.439,1.1041
11-10-2010,0.18,1.7445,1.4462,218.439,1.1041
12-10-2010,0.18,1.7745,1.4695,218.439,1.1363
13-10-2010,0.18,1.932,1.5594,218.439,1.1169
14-10-2010,0.19,1.964,1.6804,218.439,1.1784
15-10-2010,0.2,1.865,1.5665,218.439,1.188
18-10-2010,0.19,1.8285,1.4914,218.439,1.123
19-10-2010,0.19,1.84,1.4808,218.439,1.1035
20-10-2010,0.19,1.7945,1.457,218.439,1.0969
21-10-2010,0.19,1.8465,1.4942,218.439,1.1325
22-10-2010,0.19,1.889,1.5307,218.439,1.1454
25-10-2010,0.19,1.915,1.5713,218.439,1.178
26-10-2010,0.19,1.9455,1.5792,218.439,1.2499
27-10-2010,0.19,1.895,1.5328,218.439,1.3124
28-10-2010,0.19,1.809,1.4664,218.439,1.2306
29-10-2010,0.2,1.7965,1.4206,218.439,1.1661
31-10-2010,0.2,1.7965,1.4206,218.711,1.1661
01-11-2010,0.2,1.831,1.4474,218.711,1.166
02-11-2010,0.2,1.845,1.4368,218.711,1.1563
03-11-2010,0.2,1.867,1.4665,218.711,1.108
04-11-2010,0.19,1.886,1.4619,218.711,1.0308
05-11-2010,0.18,1.9305,1.5229,218.711,1.0915
08-11-2010,0.18,1.9325,1.5469,218.711,1.114
09-11-2010,0.17,1.976,1.5284,218.711,1.2467
10-11-2010,0.17,1.972,1.5439,218.711,1.198
11-11-2010,0.17,1.982,1.5439,218.711,1.198
12-11-2010,0.19,1.9315,1.5046,218.711,1.3645
15-11-2010,0.21,1.949,1.5175,218.711,1.5259
16-11-2010,0.21,1.8425,1.419,218.711,1.4666
17-11-2010,0.2,1.887,1.4673,218.711,1.4667
18-11-2010,0.2,1.901,1.5022,218.711,1.4966
19-11-2010,0.21,1.9615,1.526,218.711,1.5169
22-11-2010,0.19,1.9445,1.5173,218.711,1.4177
23-11-2010,0.2,1.9085,1.4715,218.711,1.3946
24-11-2010,0.2,1.9465,1.5182,218.711,1.5609
25-11-2010,0.2,1.957,1.5182,218.711,1.5609
26-11-2010,0.2,1.9445,1.5095,218.711,1.5281
29-11-2010,0.2,1.942,1.5056,218.711,1.502
30-11-2010,0.2,1.877,1.442,218.803,1.4661
01-12-2010,0.2,1.9415,1.5212,218.803,1.6367
02-12-2010,0.19,1.99,1.5388,218.803,1.6698
03-12-2010,0.18,1.979,1.5125,218.803,1.6141
06-12-2010,0.18,1.9515,1.4931,218.803,1.5155
07-12-2010,0.17,2,1.5629,218.803,1.7236
08-12-2010,0.17,2.0555,1.5831,218.803,1.8806
09-12-2010,0.16,1.973,1.5761,218.803,1.8875
10-12-2010,0.16,1.9745,1.5734,218.803,1.9826
13-12-2010,0.17,1.969,1.5748,218.803,1.8752
14-12-2010,0.19,2.018,1.632,218.803,2.0679
15-12-2010,0.2,2.078,1.6863,218.803,2.1193
16-12-2010,0.2,2.078,1.6911,218.803,2.0245
17-12-2010,0.2,2.069,1.6784,218.803,1.9544
20-12-2010,0.21,2.053,1.6817,218.803,1.9479
21-12-2010,0.2,2.083,1.7101,218.803,1.9449
22-12-2010,0.19,2.1,1.7508,218.803,2.0028
23-12-2010,0.19,2.146,1.7766,218.803,2.0485
24-12-2010,0.19,2.14,1.7766,218.803,2.0485
27-12-2010,0.19,2.128,1.7541,218.803,2.0219
28-12-2010,0.18,2.128,1.7606,218.803,2.145
29-12-2010,0.18,2.142,1.7314,218.803,2.0292
30-12-2010,0.19,2.118,1.7355,218.803,2.0622
31-12-2010,0.13,2.1125,1.7337,219.179,2.006
03-01-2011,0.19,2.0928,1.7372,219.179,2.0026
04-01-2011,0.18,2.145,1.7874,219.179,2.0059
05-01-2011,0.18,2.2655,1.8665,219.179,2.1383
06-01-2011,0.17,2.284,1.8825,219.179,2.0652
07-01-2011,0.17,2.26,1.865,219.179,1.9593
10-01-2011,0.17,2.28,1.8598,219.179,1.913
11-01-2011,0.17,2.34,1.9328,219.179,1.9624
12-01-2011,0.16,2.345,1.9368,219.179,1.9788
13-01-2011,0.16,2.27,1.8805,219.179,1.8995
14-01-2011,0.16,2.255,1.8667,219.179,1.9188
17-01-2011,0.16,2.258,1.8667,219.179,1.9188
18-01-2011,0.19,2.275,1.9,219.179,1.9517
19-01-2011,0.18,2.275,1.885,219.179,1.9318
20-01-2011,0.18,2.233,1.8519,219.179,2.0447
21-01-2011,0.17,2.228,1.8615,219.179,2.0112
24-01-2011,0.18,2.23,1.8759,219.179,2.0078
25-01-2011,0.17,2.248,1.8668,219.179,1.9378
26-01-2011,0.17,2.2175,1.8897,219.179,1.9843
27-01-2011,0.17,2.236,1.8304,219.179,1.9802
28-01-2011,0.17,2.2725,1.8573,219.179,1.9144
31-01-2011,0.17,2.26,1.9123,220.223,1.9407
01-02-2011,0.18,2.307,1.9543,220.223,2.0132
02-02-2011,0.18,2.295,1.9573,220.223,2.0927
03-02-2011,0.17,2.305,1.9712,220.223,2.176
04-02-2011,0.17,2.32,1.9962,220.223,2.2601
07-02-2011,0.17,2.335,1.9632,220.223,2.2636
08-02-2011,0.16,2.3305,1.9825,220.223,2.3986
09-02-2011,0.15,2.3155,1.9394,220.223,2.3278
10-02-2011,0.15,2.2695,1.923,220.223,2.3889
11-02-2011,0.15,2.263,1.9074,220.223,2.3556
14-02-2011,0.15,2.272,1.9148,220.223,2.3558
15-02-2011,0.16,2.28,1.9361,220.223,2.3255
16-02-2011,0.15,2.271,1.9443,220.223,2.346
17-02-2011,0.15,2.239,1.9861,220.223,2.2683
18-02-2011,0.15,2.3985,2.064,220.223,2.2688
21-02-2011,0.15,2.355,2.064,220.223,2.2688
22-02-2011,0.15,2.418,2.1068,220.223,2.134
23-02-2011,0.15,2.475,2.2037,220.223,2.1711
24-02-2011,0.15,2.495,2.2141,220.223,2.1913
25-02-2011,0.15,2.465,2.1914,220.223,2.1615
28-02-2011,0.16,2.4255,2.1575,221.309,2.1382
01-03-2011,0.15,2.486,2.1817,221.309,2.0952
02-03-2011,0.16,2.5375,2.2254,221.309,2.1715
03-03-2011,0.15,2.5875,2.2455,221.309,2.2815
04-03-2011,0.15,2.515,2.223,221.309,2.1815
07-03-2011,0.14,2.535,2.283,221.309,2.1949
08-03-2011,0.14,2.555,2.2987,221.309,2.2116
09-03-2011,0.14,2.59,2.2626,221.309,2.1449
10-03-2011,0.14,2.49,2.2061,221.309,2.0253
11-03-2011,0.13,2.44,2.1967,221.309,2.055
14-03-2011,0.14,2.37,2.1826,221.309,1.9754
15-03-2011,0.14,2.36,2.164,221.309,1.9654
16-03-2011,0.14,2.386,2.1406,221.309,1.8399
17-03-2011,0.14,2.465,2.2652,221.309,1.9119
18-03-2011,0.15,2.5005,2.2742,221.309,1.9351
21-03-2011,0.14,2.44,2.312,221.309,2.028
22-03-2011,0.14,2.4898,2.2385,221.309,2.0346
23-03-2011,0.14,2.421,2.2694,221.309,2.0513
24-03-2011,0.13,2.415,2.2796,221.309,2.1081
25-03-2011,0.13,2.47,2.2229,221.309,2.1551
28-03-2011,0.13,2.4415,2.2088,221.309,2.1753
29-03-2011,0.13,2.4375,2.2564,221.309,2.226
30-03-2011,0.13,2.453,2.2279,221.309,2.2002
31-03-2011,0.1,2.5045,2.2986,223.467,2.2766
01-04-2011,0.11,2.52,2.2942,223.467,2.2367
04-04-2011,0.09,2.568,2.3183,223.467,2.1868
05-04-2011,0.09,2.621,2.3823,223.467,2.2633
06-04-2011,0.1,2.623,2.3965,223.467,2.3134
07-04-2011,0.1,2.644,2.3756,223.467,2.27
08-04-2011,0.09,2.652,2.438,223.467,2.3068
11-04-2011,0.09,2.68,2.4465,223.467,2.3169
12-04-2011,0.08,2.635,2.3505,223.467,2.1998
13-04-2011,0.08,2.62,2.3419,223.467,2.1698
14-04-2011,0.09,2.629,2.3522,223.467,2.2265
15-04-2011,0.12,2.5475,2.3065,223.467,2.1196
18-04-2011,0.1,2.574,2.2968,223.467,2.063
19-04-2011,0.11,2.585,2.3344,223.467,2.0662
20-04-2011,0.1,2.63,2.3635,223.467,2.116
21-04-2011,0.1,2.594,2.3191,223.467,2.1124
22-04-2011,0.1,2.594,2.3191,223.467,2.1124
25-04-2011,0.1,2.582,2.31,223.467,2.0655
26-04-2011,0.09,2.59,2.3478,223.467,2.0122
27-04-2011,0.09,2.664,2.4133,223.467,2.0154
28-04-2011,0.09,2.647,2.4299,223.467,1.9967
29-04-2011,0.09,2.64,2.4702,223.467,1.967
30-04-2011,0.09,2.64,2.4702,224.906,1.967
02-05-2011,0.09,2.715,2.4684,224.906,1.967
03-05-2011,0.09,2.6995,2.4338,224.906,1.9439
04-05-2011,0.09,2.6835,2.4196,224.906,1.9372
05-05-2011,0.09,2.5924,2.3252,224.906,1.8779
06-05-2011,0.09,2.5659,2.2888,224.906,1.858
09-05-2011,0.09,2.5759,2.3126,224.906,1.8447
10-05-2011,0.09,2.608,2.3511,224.906,1.9122
11-05-2011,0.09,2.5118,2.2425,224.906,1.8528
12-05-2011,0.09,2.5037,2.2338,224.906,1.8725
13-05-2011,0.09,2.46,2.1941,224.906,1.8343
16-05-2011,0.1,2.4132,2.1411,224.906,1.8013
17-05-2011,0.09,2.3909,2.1209,224.906,1.7847
18-05-2011,0.1,2.45,2.187,224.906,1.8489
19-05-2011,0.09,2.4135,2.128,224.906,1.824
20-05-2011,0.1,2.3838,2.1025,224.906,1.7923
23-05-2011,0.1,2.36,2.0747,224.906,1.7807
24-05-2011,0.1,2.3904,2.101,224.906,1.7723
25-05-2011,0.09,2.3997,2.1022,224.906,1.7639
26-05-2011,0.09,2.3767,2.0731,224.906,1.7254
27-05-2011,0.1,2.365,2.0547,224.906,1.7173
30-05-2011,0.1,2.365,2.0547,224.906,1.7173
31-05-2011,0.1,2.3465,2.0374,225.964,1.6992
01-06-2011,0.1,2.3173,2.0104,225.964,1.5899
02-06-2011,0.1,2.3539,2.0439,225.964,1.6485
03-06-2011,0.11,2.3549,2.0486,225.964,1.5961
06-06-2011,0.1,2.3542,2.0421,225.964,1.5911
07-06-2011,0.09,2.371,2.0544,225.964,1.5698
08-06-2011,0.09,2.345,2.0197,225.964,1.4981
09-06-2011,0.09,2.345,2.0382,225.964,1.5876
10-06-2011,0.09,2.3182,1.9971,225.964,1.5595
13-06-2011,0.1,2.315,1.998,225.964,1.5774
14-06-2011,0.1,2.375,2.057,225.964,1.6873
15-06-2011,0.1,2.346,2.0086,225.964,1.5461
16-06-2011,0.1,2.3089,1.959,225.964,1.5248
17-06-2011,0.1,2.2803,1.9342,225.964,1.5277
20-06-2011,0.09,2.265,1.91,225.964,1.5325
21-06-2011,0.09,2.2837,1.9295,225.964,1.5438
22-06-2011,0.09,2.2674,1.9025,225.964,1.5404
23-06-2011,0.08,2.21,1.8319,225.964,1.4568
24-06-2011,0.08,2.216,1.8066,225.964,1.3731
27-06-2011,0.08,2.238,1.834,225.964,1.4496
28-06-2011,0.08,2.2839,1.8813,225.964,1.5793
29-06-2011,0.07,2.385,1.9942,225.964,1.6898
30-06-2011,0.07,2.4,2.0368,225.722,1.7608
01-07-2011,0.08,2.4263,2.0509,225.722,1.7795
04-07-2011,0.08,2.417,2.0509,225.722,1.7795
05-07-2011,0.08,2.42,2.0269,225.722,1.6805
06-07-2011,0.07,2.4224,2.0309,225.722,1.6608
07-07-2011,0.07,2.495,2.098,225.722,1.7269
08-07-2011,0.07,2.414,2.0202,225.722,1.5771
11-07-2011,0.07,2.3953,2.0019,225.722,1.4705
12-07-2011,0.06,2.3855,2.0078,225.722,1.4345
13-07-2011,0.06,2.375,1.9983,225.722,1.4361
14-07-2011,0.06,2.355,1.9839,225.722,1.4983
15-07-2011,0.06,2.37,1.9982,225.722,1.4393
18-07-2011,0.06,2.37,1.9997,225.722,1.4359
19-07-2011,0.06,2.3883,2.0244,225.722,1.4343
20-07-2011,0.06,2.3721,2.0094,225.722,1.472
21-07-2011,0.06,2.405,2.0466,225.722,1.5477
22-07-2011,0.06,2.3946,2.0418,225.722,1.5049
25-07-2011,0.06,2.43,2.082,225.722,1.5247
26-07-2011,0.06,2.386,2.036,225.722,1.4801
27-07-2011,0.07,2.4215,2.0677,225.722,1.5214
28-07-2011,0.08,2.4324,2.0916,225.722,1.5244
29-07-2011,0.11,2.41,2.0673,225.722,1.3556
31-07-2011,0.11,2.41,2.0673,225.922,1.3556
01-08-2011,0.17,2.4021,2.0635,225.922,1.3216
02-08-2011,0.16,2.3421,1.9846,225.922,1.2185
03-08-2011,0.12,2.24,1.8825,225.922,1.2601
04-08-2011,0.09,2.175,1.787,225.922,1.0884
05-08-2011,0.08,2.1995,1.8053,225.922,1.25
08-08-2011,0.11,2.1427,1.7279,225.922,1.0828
09-08-2011,0.1,2.175,1.7794,225.922,0.9948
10-08-2011,0.1,2.2859,1.8926,225.922,0.9166
11-08-2011,0.09,2.24,1.8563,225.922,1.0166
12-08-2011,0.1,2.2096,1.7975,225.922,0.9583
15-08-2011,0.1,2.16,1.76,225.922,0.99
16-08-2011,0.09,2.107,1.7055,225.922,0.9291
17-08-2011,0.09,2.0579,1.6818,225.922,0.9128
18-08-2011,0.09,1.9823,1.6169,225.922,0.8791
19-08-2011,0.09,2.0207,1.6717,225.922,0.8956
22-08-2011,0.09,2.0448,1.6885,225.922,0.924
23-08-2011,0.08,1.9904,1.6383,225.922,0.9477
24-08-2011,0.08,1.955,1.6116,225.922,1.0228
25-08-2011,0.08,1.971,1.613,225.922,0.9888
26-08-2011,0.09,1.957,1.5986,225.922,0.9359
29-08-2011,0.09,1.9797,1.6322,225.922,0.9888
30-08-2011,0.08,1.965,1.6208,225.922,0.9295
31-08-2011,0.08,1.9863,1.6684,226.545,0.9615
01-09-2011,0.08,1.99,1.6689,226.545,0.8958
02-09-2011,0.08,1.9763,1.668,226.545,0.8604
05-09-2011,0.08,1.973,1.668,226.545,0.8604
06-09-2011,0.09,1.875,1.5763,226.545,0.8843
07-09-2011,0.09,1.8868,1.6068,226.545,0.9131
08-09-2011,0.09,1.922,1.6502,226.545,0.8665
09-09-2011,0.09,1.886,1.5989,226.545,0.8023
12-09-2011,0.09,1.8662,1.5735,226.545,0.8646
13-09-2011,0.09,1.845,1.5462,226.545,0.8887
14-09-2011,0.08,1.8,1.5206,226.545,0.8838
15-09-2011,0.09,1.8961,1.6338,226.545,0.9401
16-09-2011,0.09,1.9,1.6213,226.545,0.9093
19-09-2011,0.09,1.8428,1.5419,226.545,0.84
20-09-2011,0.09,1.8907,1.5802,226.545,0.8399
21-09-2011,0.08,1.8833,1.5525,226.545,0.8398
22-09-2011,0.08,1.72,1.3852,226.545,0.7753
23-09-2011,0.08,1.72,1.3875,226.545,0.8701
26-09-2011,0.08,1.7376,1.4068,226.545,0.9025
27-09-2011,0.08,1.815,1.4877,226.545,0.9414
28-09-2011,0.08,1.8266,1.5015,226.545,0.9348
29-09-2011,0.08,1.8162,1.497,226.545,0.9968
30-09-2011,0.06,1.7617,1.43,226.889,0.9518
03-10-2011,0.08,1.7653,1.4391,226.889,0.8509
04-10-2011,0.07,1.772,1.4214,226.889,0.902
05-10-2011,0.07,1.7902,1.4485,226.889,0.9453
06-10-2011,0.07,1.8611,1.5386,226.889,1.0016
07-10-2011,0.07,1.9145,1.5907,226.889,1.0809
10-10-2011,0.07,1.9474,1.5907,226.889,1.0809
11-10-2011,0.07,1.92,1.6034,226.889,1.1297
12-10-2011,0.07,1.903,1.6114,226.889,1.1477
13-10-2011,0.07,1.8471,1.5547,226.889,1.1022
14-10-2011,0.07,1.8864,1.5846,226.889,1.1105
17-10-2011,0.07,1.885,1.5842,226.889,1.0601
18-10-2011,0.07,1.9375,1.6619,226.889,1.0601
19-10-2011,0.07,1.9168,1.6227,226.889,1.0422
20-10-2011,0.07,1.93,1.6355,226.889,1.0618
21-10-2011,0.07,1.96,1.6555,226.889,1.0668
24-10-2011,0.07,1.9807,1.672,226.889,1.0913
25-10-2011,0.07,1.9775,1.6608,226.889,0.9853
26-10-2011,0.08,2.051,1.7324,226.889,1.0636
27-10-2011,0.07,2.1436,1.8176,226.889,1.2018
28-10-2011,0.07,2.12,1.8122,226.889,1.1305
31-10-2011,0.09,2.081,1.7576,226.421,0.9599
01-11-2011,0.08,2.0607,1.7536,226.421,0.9038
02-11-2011,0.08,2.105,1.8027,226.421,0.8798
03-11-2011,0.09,2.1014,1.8074,226.421,0.9197
04-11-2011,0.08,2.13,1.8259,226.421,0.8747
07-11-2011,0.08,2.1526,1.8451,226.421,0.8971
08-11-2011,0.08,2.14,1.826,226.421,0.9243
09-11-2011,0.08,2.0744,1.751,226.421,0.8665
10-11-2011,0.08,2.144,1.8198,226.421,0.9064
11-11-2011,0.08,2.155,1.8198,226.421,0.9064
14-11-2011,0.08,2.13,1.7795,226.421,0.9031
15-11-2011,0.09,2.0655,1.7048,226.421,0.9031
16-11-2011,0.08,2.0039,1.5918,226.421,0.874
17-11-2011,0.08,1.925,1.5423,226.421,0.8611
18-11-2011,0.08,1.9458,1.5864,226.421,0.9222
21-11-2011,0.08,1.9275,1.5347,226.421,0.8963
22-11-2011,0.08,1.93,1.5349,226.421,0.8704
23-11-2011,0.09,1.955,1.5487,226.421,0.8782
24-11-2011,0.09,1.96,1.5487,226.421,0.8782
25-11-2011,0.07,1.989,1.5714,226.421,0.9311
28-11-2011,0.08,2.04,1.6043,226.421,0.9247
29-11-2011,0.08,2.063,1.6358,226.421,0.9263
30-11-2011,0.1,2.1394,1.6832,226.23,0.952
01-12-2011,0.08,2.1468,1.6868,226.23,0.9649
02-12-2011,0.08,2.1556,1.6946,226.23,0.9135
05-12-2011,0.08,2.1491,1.6977,226.23,0.9361
06-12-2011,0.08,2.125,1.661,226.23,0.9442
07-12-2011,0.08,2.06,1.6177,226.23,0.8895
08-12-2011,0.07,1.99,1.5591,226.23,0.838
09-12-2011,0.07,2.0171,1.5778,226.23,0.8911
12-12-2011,0.07,2.0079,1.5737,226.23,0.8605
13-12-2011,0.07,1.9836,1.5735,226.23,0.8508
14-12-2011,0.07,1.9513,1.5286,226.23,0.8492
15-12-2011,0.07,1.947,1.5381,226.23,0.8524
16-12-2011,0.07,1.9339,1.5255,226.23,0.7992
19-12-2011,0.07,1.957,1.561,226.23,0.8088
