Date,NAV,Cash_NAV,Gold_NAV,Apple_NAV,JnJ_NAV,PG_NAV,EM_NAV,Private Credit_NAV,TIPS ETF_NAV,10Y Bond_NAV,SPX ATM Call_NAV,Inflation Swap_NAV,Convertible Bond_NAV
2015-01-18,1011235.6365695955,150191.19553689973,110759.36122626932,49698.54086929081,50552.210893065065,51472.32102973318,101384.19603495019,95901.25503986709,100546.75492812255,98167.3377421986,0.0,100795.3848213892,101767.07844780982
2015-01-19,1012310.4471322064,150205.91297622083,112142.35382660886,49612.77367652486,51320.68085205566,52133.15265506719,101274.59200860249,95284.96112720658,100144.22305131152,97464.97707788217,0.0,101035.48794928902,101691.33193143715
2015-01-20,1013683.8591853224,150220.6318577238,113301.54117437743,50651.27356143648,50094.74379244479,52195.7694120108,101274.13088464153,95117.68374128464,99743.30268261892,97884.06959383715,0.0,101456.69667340392,101744.01581154283
2015-01-21,1016027.340693866,150235.35218155,113118.19823535375,50935.6282524993,50387.15367394048,52121.20468520757,103033.54666659093,95063.14551737664,99483.95047205247,97719.24691201693,0.0,102089.4182787159,101840.495818562
2015-01-22,1021744.6376030688,150250.07394784072,113754.34423543177,52106.42533879322,51255.52992752996,52628.26947046153,103738.07001941168,95742.23870753121,99629.42863488854,97981.14162420876,0.0,102722.13987139714,101936.97582557438
2015-01-23,1021117.4236869358,150264.79715673733,113051.39845416564,52322.41252191167,50543.51147275617,51824.13330371051,104205.34095871636,95700.54430502329,99880.3514419308,97858.24466656233,0.0,103485.27286888754,101981.41653653418
2015-01-24,1020603.2697179116,150279.52180838116,112352.79653136682,52539.29499698247,49841.38405375266,51032.28397407542,104674.71664250566,95658.86805984304,100131.90621340324,97735.50185758113,0.0,104271.98035654929,102085.01522347072
2015-01-25,1020345.2749025563,150294.24790291363,111658.51162413094,52757.07647509471,49149.010268759775,50252.53374423944,105146.20655125221,95617.2099640832,100384.09454094688,97612.91300391773,0.0,105536.59163109679,101936.87919612101
2015-01-26,1019902.985222419,150308.97544047612,110656.92943254698,52690.33255042445,49209.355151561744,50069.5738983696,105145.141548105,95870.03423083581,100295.90919386389,97867.13545833771,0.0,105906.94271729985,101882.6556005978
2015-01-27,1018330.1374735812,150323.70442121002,111577.17335085187,50786.97510929261,49130.927368239965,48722.039131881655,105155.40269402813,95486.10990443281,100574.05438062201,97871.74681469309,0.0,106868.621318314,101833.38298001507
2015-01-28,1018658.329976643,150338.43484525674,110937.17603315113,52736.31455547203,48826.27378352598,48031.672980624,104254.24231249775,94816.00001582263,100837.44323776028,98062.26328689969,0.0,107926.97612544148,101891.53280019133
2015-01-29,1019053.6983531185,150353.16671275772,108724.70971286853,53994.991582730116,49256.612413899784,48364.31153637247,103377.3535060218,95379.03084797735,100784.27159545517,98187.13986067146,0.0,108613.89771476346,102018.2128696008
2015-01-30,1017855.8227777004,150367.90002385442,110829.14856368676,53244.95279369279,48228.39103408736,47523.17372201042,102125.16516300618,94438.75911439651,101653.32269676535,98538.27001122739,0.0,108638.80994300323,102267.92971196987
2015-01-31,1017793.0074364147,150382.6347786883,112974.32022389605,52505.33271514269,47221.633558390386,46696.66472795563,100888.14431647996,93507.75682846167,102529.86752507015,98890.65584947118,0.0,109731.32835320504,102464.66855965373
2015-02-01,1018251.5200906793,150397.37097740083,115161.01310403172,51775.98662186053,46235.891932344195,45884.53013408819,99666.10724571848,92585.93260950423,103413.97069790954,99244.30186590746,0.0,111333.10597307974,102553.30892883442
2015-02-02,1020518.1201907406,150412.10862013348,114401.8367423596,52397.9621254443,46554.1482374319,46383.6897486044,100061.03174731703,93176.93660203321,103330.29008475803,98881.41450057113,0.0,112329.9332558424,102588.76852624504
2015-02-03,1023168.5443704147,150426.84770702777,113291.94261886086,52625.92083034953,47265.54402098561,46825.27442770186,101534.037408904,94199.44685980519,102759.66376579985,98263.75972383466,0.0,113381.02588849023,102595.0811186551
2015-02-04,1025300.2282792218,150441.58823822523,113996.9088115345,52984.79586760427,46769.9448313003,46793.45821890233,101716.1422853536,94214.57567142343,102910.28302791691,98415.00575170525,0.0,114738.71129799796,102318.81427725803
2015-02-05,1026935.6688787574,150456.33021386736,113557.11332390318,53276.96273138677,47294.48693342235,47195.1205851023,101887.8054210843,94921.0304386836,102497.54042329412,98175.6974120533,0.0,115715.85027091106,101957.73112504903
2015-02-06,1021769.3199939878,150471.07363409572,110962.02154599321,52937.69990038179,46704.090545278,46729.01638857812,101523.38314281165,95264.15755753878,101763.11100764704,98127.63530011947,0.0,115586.86955516861,101700.26141637556
2015-02-07,1017110.3329550794,150485.81849905185,108426.23473928806,52600.59746408779,46121.064316273434,46267.51548831263,101160.26429429052,95608.5250360819,101033.94402624316,98079.59671709008,0.0,115975.71369718897,101351.05867717089
2015-02-08,1012216.9265663758,150500.56480887733,105948.39762239091,52265.64166530863,45545.31624170328,45810.572421646175,100798.4442135416,95954.13735805113,100310.00177196786,98031.58165144653,0.0,115950.12276631447,101102.14604512794
2015-02-09,1010284.1751280638,150515.31256371376,106354.90309224692,52511.49695344204,44978.591353262214,45489.13855482014,100209.31178949702,95618.75629027588,100152.7358219176,97844.63156617229,0.0,115521.8953630556,101087.4017796603
2015-02-10,1010587.3142678465,150530.06176370272,105896.91086193615,53485.957178783974,45278.14058757074,45808.532104971695,99798.10620330808,96008.47748610243,99900.58654107872,97736.50273700157,0.0,114939.19772023564,101204.84108315475
2015-02-11,1009822.1486136358,150544.81240898583,104709.033983497,54420.78087903,45305.44230849288,45990.231333148666,99313.57325168014,96004.93522763207,99726.07893973567,97773.26782203962,0.0,114790.5246150151,101243.46784437877
2015-02-12,1011896.902982252,150559.56449970472,105022.72722206495,55180.64151865571,44540.511920426696,46202.90639727791,100518.98690543471,96361.10199124152,99661.1472690996,97892.17506122384,0.0,114637.81996775485,101319.32022936751
2015-02-13,1014565.804634128,150574.318036001,105617.86431840145,55515.11750129493,45043.43014628568,46064.37823464026,101896.30214644228,96477.8801061471,99535.4334972795,97692.21768746068,0.0,114824.50401812114,101324.35894205404
2015-02-14,1017405.9359446554,150589.07301801635,106216.3739053674,55851.62090115663,45552.02694948911,45926.26541496131,103292.48941681975,96594.79974214199,99409.8783023257,97492.66875238322,0.0,115103.01735962357,101377.72218237036
2015-02-15,1020510.2988863613,150603.82944589245,106818.27509400985,56190.16400737608,46066.36644829517,45788.56669293635,104707.80730188,96711.86107073279,99284.48148420743,97293.52742170285,0.0,115819.51997390689,101225.8999454212
2015-02-16,1023121.2641910417,150618.58731977097,107423.58710367329,56530.759183578804,46586.5134849376,45651.28082699442,106142.51793008238,96829.06426363398,99159.24284314622,97094.7928628351,0.0,115842.66756327267,101242.25080911626
2015-02-17,1021564.0243696522,150633.3466397936,105811.70497934996,56785.301753438645,46973.395501846426,45519.00574937744,105696.83984525241,97014.6118422817,99034.16217961564,96775.58319513564,0.0,116148.65316983327,101171.41951372741
2015-02-18,1023087.2637492572,150648.10740610206,106012.94957855935,57091.58012079393,46787.54590226173,45896.250039439794,105887.37135017186,97039.14544870869,99315.9180659853,96771.75731036991,0.0,116484.90009015481,101151.73843670974
2015-02-19,1022366.9245687797,150662.86961883807,105544.36108109578,57130.133026283045,47117.264212412876,45410.14366187118,105879.37177214818,97053.72331229011,99310.87857782783,96304.97493652006,0.0,116821.14700980044,101132.05735969209
2015-02-20,1022693.2240977092,150677.63327814336,105159.73125327632,57555.44767408937,46984.20506576613,45335.5583451048,105995.3824681356,97235.09158156143,99306.14639375909,96387.04614553618,0.0,116871.78244930797,101185.19944302889
2015-02-21,1022936.1540898341,150692.39838415966,104776.5031119414,57983.928646566346,46851.521678128374,45261.09553333463,106111.52027558353,97416.79878114862,99301.4144351799,96469.18729572983,0.0,116812.91117851085,101258.87476955085
2015-02-22,1022902.4684176444,150707.16493702878,104394.67154899787,58415.599515937436,46719.212988356216,45186.75502534848,106227.7853337664,97598.84554442465,99296.68270207953,96551.39844670497,0.0,116242.79896522168,101561.55340977828
2015-02-23,1024565.9006287648,150721.93293689247,104371.42472903489,59497.18923532417,46714.86913467418,45428.69404424251,106046.41569716293,97727.57568049367,99444.94058230383,96739.50685835106,0.0,116046.48522829027,101826.86650199477
2015-02-24,1027060.2757153576,150736.70238389252,104283.70783127012,59338.38171070655,46940.17918395702,45530.00032436522,106587.48492715554,97969.88373318281,99793.2475762833,97071.26412888984,0.0,116847.74720999565,101961.67670565903
2015-02-25,1029256.8183288756,150751.47327817077,104660.06283944528,58180.25320766075,47167.88105445406,45461.98947947002,107048.10725527305,98100.60224321306,99917.3885970288,97490.1397673817,0.0,118397.24094704546,102081.67965973266
2015-02-26,1032947.247127471,150766.24561986903,104935.79744913208,58848.870836879796,47849.24996383983,45391.23494618819,106931.20077087257,98336.60875976263,100031.8798549644,97469.29747852418,0.0,120294.8412224146,102092.0202250237
2015-02-27,1034911.7328075673,150781.0194091291,105237.20891510426,58207.36799363856,47722.7201839378,45463.15028983694,106716.89703281564,98277.29537376424,100419.35523472792,97711.45030782859,0.0,122415.26141002944,101960.00665675462
2015-02-28,1036239.3835630408,150795.79464609287,105539.48613779653,57572.858078078585,47596.524992043196,45535.17957214937,106503.02278672939,98218.01776363612,100808.33150770809,97954.20474188708,0.0,123973.5944968144,101742.3688401052
2015-03-01,1037175.9876489508,150810.57133090217,105842.63160395801,56945.26486132877,47470.663503390904,45607.32297364354,106289.57717185722,98158.77590779946,101198.81448764319,98197.56227532716,0.0,125097.36553173041,101557.43800136991
2015-03-02,1036663.6745512018,150825.3494636989,105304.40759949166,57317.84092667922,47811.07326056336,45731.753987596385,106123.42114625359,98383.15008419137,100637.03627938803,97760.62263796141,0.0,125429.07647415424,101339.94269122358
2015-03-03,1034911.2503843282,150840.12904462495,105055.96273762405,57278.88073018502,47423.03051890478,45591.608534157356,105822.79765629269,98251.31611142053,100696.27618362528,97579.08138810964,0.0,125232.82352976545,101139.34394961839
2015-03-04,1031908.5461561423,150854.91007382222,104743.02412196953,56976.666423506154,47163.783745136825,45184.53532557167,104782.2656240823,98077.39656588993,100746.3670431364,97596.91453282496,0.0,125248.40582910605,100534.27687109607
2015-03-05,1031015.1064842471,150869.6925514326,104559.8064768616,56325.316429307095,47550.0072860649,45349.183597652445,104589.44432421491,98179.85749040366,100545.594102116,97613.09257090578,0.0,125431.67543082302,100001.43622446519
2015-03-06,1023371.5491803237,150884.47647759807,101932.90262591823,56157.17152204482,46463.88339512212,44300.9598627115,103910.82519069898,97796.31651624644,99765.05549916404,97538.65886594744,0.0,125054.11521793637,99567.18400693584
2015-03-07,1015336.8067715046,150899.26185246056,99371.99568214804,55989.52856863971,45402.56844057717,43276.96529600084,103236.60921594681,97414.27385022103,98990.57624188643,97464.28191952719,0.0,123960.26360783589,99330.48209626086
2015-03-08,1007296.8412229511,150914.04867616203,96875.42757506065,55822.3860706362,44365.49574368344,42276.63985239501,102566.7678304617,97033.72363916592,98222.10929139252,97389.96168836449,0.0,122839.75292963786,98990.52792599126
2015-03-09,1005869.5483629417,150928.83694884443,96876.90982245759,56100.21113354734,44619.09362417627,42517.15188097569,101542.75311459546,97090.15145608193,97990.1504373553,97621.54367961279,0.0,121515.70028676277,99067.04597853213
2015-03-10,999064.3648539914,150943.62667064977,96411.33006924352,54895.58955556726,44136.73415601625,41769.47564727619,99806.18473182413,96031.19810249316,98124.40010015482,97816.37034696463,0.0,119864.45933667697,99264.99613712482
2015-03-11,995421.195869451,150958.41784172005,95844.04489640742,54078.467226894296,43654.880648959865,41584.749569108404,99532.72681117445,96531.74442322302,98167.55056853917,97928.00315525386,0.0,117745.27981332304,99395.33091484754
2015-03-12,996857.0176776892,150973.21046219725,95760.35307913458,54832.76894371111,44312.38702559276,42055.06365891225,100299.18251626172,97042.609216291,98024.58745298398,97790.32528246164,0.0,116390.34124101087,99376.1887991321
2015-03-13,994107.8749346948,150988.00453222345,96052.69138346087,54484.57127690048,44064.85437974342,41840.300168471535,99252.20103740986,96786.617160688,97845.41972716474,97735.84169127297,0.0,115614.25635400288,99443.11722335673
2015-03-14,991232.9436597766,151002.80005194066,96345.92214151596,54138.584726134286,43818.704471653735,41626.63341532743,98216.14856305793,96531.30039538334,97666.57948116265,97681.38845545637,0.0,114437.58198448375,99767.29997366038
2015-03-15,988284.8845464827,151017.59702149098,96640.04807779282,53794.79525043917,43573.92957723664,41414.0577987482,97190.91100987037,96276.65713900542,97488.0661164155,97626.96555809943,0.0,113312.30324104233,99949.55375634193
2015-03-16,991817.964080532,151032.39544101642,96406.2728118288,54428.83649297888,44388.95577564834,42178.308876184885,97440.67284110363,96515.16671122852,97437.15012452657,97805.51968193191,0.0,113638.6325034222,100546.05282066167
2015-03-17,993296.5926729661,151047.1953106591,96006.11838057071,55075.63511177699,43927.34821324044,41824.35054592425,98154.47216606667,96443.81889134142,97560.3796308516,97905.81532441753,0.0,114372.54032854916,100978.91876956815
2015-03-18,1000207.4975161252,151061.99663056113,97459.3462465556,55778.72676643812,44602.19435507766,42223.351471520706,99205.30039812915,96545.4657083168,98661.71917113892,98045.29034383535,0.0,115046.99959728536,101577.10682726624
2015-03-19,1002445.7630323936,151076.7994008646,97692.52556835205,55468.42730382749,44725.26931002523,42032.17674280915,99800.36372323001,96821.13064056238,98909.24182412743,97908.5395527535,0.0,116105.5862804437,101905.70268539815
2015-03-20,1006935.3315847851,151091.60362171166,98636.40124939666,55151.526774174636,45047.40089678266,42688.45713365937,100543.01925607683,97126.4549237001,98935.42743041752,98026.56859035163,0.0,117433.55267920087,102254.91902931318
2015-03-21,1009913.1981540134,151106.40929324442,99589.3963722418,54836.436750976995,45371.85262069717,43354.98453013221,101291.20119403774,97432.74204333083,98961.61996918393,98144.739912308,0.0,117541.41840017127,102282.39706768894
2015-03-22,1013282.6409106215,151121.21641560504,100551.59904618027,54523.14689050423,45698.64119244431,44031.91892653147,102044.95066136502,97739.99503574797,98987.81944226199,98263.05369014683,0.0,117867.46513186545,102452.83447796888
2015-03-23,1016165.917947614,151136.0249889357,101154.78944694593,54942.15574659981,45940.221190850956,44118.634169585144,102634.06704179694,97718.4135616816,98959.80958596176,98383.96817893728,0.0,118957.85547969994,102219.97855661897
2015-03-24,1017209.7575526272,151150.8350133786,101441.89598741198,54764.86837779195,45509.66564033315,43707.449457286435,102821.53199173458,97724.82796225093,99355.75568720991,98626.02326923635,0.0,120256.0485627187,101850.8556032746
2015-03-25,1014183.9087078145,151165.6464890759,101618.03859205845,53245.91844342525,44803.033326039484,43392.99556819199,102410.38016929556,97230.14163583245,99278.47135083463,98516.32966155399,0.0,120984.9630979851,101537.99037352187
2015-03-26,1013157.0880474825,151180.45941616985,102305.89176792616,53540.16166843521,44725.436856899745,43023.80421843841,101097.43600369696,97154.50979716924,98777.57562695097,98198.69545479314,0.0,121953.85940681095,101199.25783019184
2015-03-27,1009241.8829625563,151195.27379480263,101829.15336384797,50154.66540764353,44543.32890136875,43190.28040904321,100844.4319300728,97309.19886672797,98794.16180299176,98201.20863606661,0.0,122298.21673348629,100881.96311650489
